vul_id,repo,fixed_commit_sha,patch_file,patch_func,target_file,target_func,CWE,vuln_type,judgement
CVE-2024-31585,FFmpeg/FFmpeg,81df787b53eb5c6433731f6eaaf7f2a94d8a8c80,libavfilter/avf_showspectrum.c,uninit,libavfilter/af_axcorrelate.c,uninit,CWE-193,Logic Error,
CVE-2024-31585,FFmpeg/FFmpeg,81df787b53eb5c6433731f6eaaf7f2a94d8a8c80,libavfilter/avf_showspectrum.c,plot_spectrum_column,libavfilter/avf_abitscope.c,filter_frame,CWE-193,Logic Error,
CVE-2024-35368,FFmpeg/FFmpeg,4513300989502090c4fd6560544dce399a8cd53c,libavcodec/rkmppdec.c,rkmpp_retrieve_frame,libavcodec/nvdec.c,nvdec_retrieve_data,CWE-415,Unknown,
CVE-2024-36613,FFmpeg/FFmpeg,50d8e4f27398fd5778485a827d7a2817921f8540,libavformat/dxa.c,dxa_read_header,libavformat/wavdec.c,wav_read_packet,CWE-190,Unknown,
CVE-2024-36617,FFmpeg/FFmpeg,d973fcbcc2f944752ff10e6a76b0b2d9329937a7,libavformat/cafdec.c,read_pakt_chunk,libavformat/avidec.c,avi_read_header,CWE-190,Integer Overflow,
CVE-2024-36617,FFmpeg/FFmpeg,d973fcbcc2f944752ff10e6a76b0b2d9329937a7,libavformat/cafdec.c,read_pakt_chunk,libavformat/rmdec.c,rm_read_header,CWE-190,Integer Overflow,
CVE-2024-36619,FFmpeg/FFmpeg,28c7094b25b689185155a6833caf2747b94774a4,libavcodec/wavarc.c,decode_5elp,libavcodec/g729postfilter.c,residual_filter,CWE-190,Unknown,FP
CVE-2024-36619,FFmpeg/FFmpeg,28c7094b25b689185155a6833caf2747b94774a4,libavcodec/wavarc.c,decode_5elp,libavcodec/truespeech.c,truespeech_synth,CWE-190,Unknown,FP
CVE-2020-11046,FreeRDP/FreeRDP,ed53cd148f43cbab905eaa0f5308c2bf3c48cc37,libfreerdp/core/update.c,update_read_synchronize,libfreerdp/utils/rdpdr_utils.c,rdpdr_dump_packet,CWE-125,Out-of-bounds Read,
CVE-2020-11046,FreeRDP/FreeRDP,ed53cd148f43cbab905eaa0f5308c2bf3c48cc37,libfreerdp/core/update.c,update_read_synchronize,libfreerdp/core/update.c,update_recv_orders,CWE-125,Out-of-bounds Read,
CVE-2020-11058,FreeRDP/FreeRDP,3627aaf7d289315b614a584afb388f04abfb5bbf,libfreerdp/core/capabilities.c,rdp_read_font_capability_set,libfreerdp/core/capabilities.c,rdp_read_share_capability_set,CWE-125,Out-of-bounds Read,
CVE-2020-11097,FreeRDP/FreeRDP,58a3122250d54de3a944c487776bcd4d1da4721e,winpr/libwinpr/sspi/NTLM/ntlm_av_pairs.c,ntlm_av_pair_check,winpr/libwinpr/sspi/NTLM/ntlm_av_pairs.c,ntlm_av_pair_check_data,CWE-125,Unknown,
CVE-2020-11098,FreeRDP/FreeRDP,c0fd449ec0870b050d350d6d844b1ea6dad4bc7d,libfreerdp/cache/glyph.c,glyph_cache_put,libfreerdp/cache/glyph.c,glyph_cache_get,CWE-125,Out-of-bounds Read,TP
CVE-2020-11098,FreeRDP/FreeRDP,c0fd449ec0870b050d350d6d844b1ea6dad4bc7d,libfreerdp/cache/glyph.c,glyph_cache_put,libfreerdp/cache/bitmap.c,bitmap_cache_get,CWE-125,Out-of-bounds Read,TP
CVE-2020-11098,FreeRDP/FreeRDP,c0fd449ec0870b050d350d6d844b1ea6dad4bc7d,libfreerdp/cache/glyph.c,glyph_cache_put,libfreerdp/cache/bitmap.c,bitmap_cache_put,CWE-125,Out-of-bounds Read,
CVE-2020-13396,FreeRDP/FreeRDP,48361c411e50826cb602c7aab773a8a20e1da6bc,winpr/libwinpr/sspi/NTLM/ntlm_message.c,ntlm_read_ChallengeMessage,winpr/libwinpr/sspi/NTLM/ntlm_message.c,ntlm_read_AuthenticateMessage,CWE-125,Out-of-bounds Read,
CVE-2020-13396,FreeRDP/FreeRDP,48361c411e50826cb602c7aab773a8a20e1da6bc,winpr/libwinpr/sspi/NTLM/ntlm_message.c,ntlm_read_ChallengeMessage,winpr/libwinpr/sspi/NTLM/ntlm_message.c,ntlm_read_NegotiateMessage,CWE-125,Out-of-bounds Read,
CVE-2023-39350,FreeRDP/FreeRDP,e204fc8be5a372626b13f66daf2abafe71dbc2dc,libfreerdp/codec/rfx.c,rfx_process_message_tileset,libfreerdp/codec/progressive.c,progressive_tile_read_upgrade,CWE-191,Out-of-bounds Read,
CVE-2024-32660,FreeRDP/FreeRDP,5e5d27cf310e4c10b854be7667bfb7a5d774eb47,libfreerdp/codec/zgfx.c,zgfx_decompress,winpr/libwinpr/clipboard/clipboard.c,ClipboardGetData,CWE-770,Resource Exhaustion,
CVE-2024-32661,FreeRDP/FreeRDP,71e463e31b4d69f4022d36bfc814592f56600793,libfreerdp/core/info.c,rdp_write_logon_info_v1,libfreerdp/core/info.c,rdp_write_logon_info_v2,CWE-476,Null Pointer Dereference,TP
CVE-2015-8894,ImageMagick/ImageMagick,4f68e9661518463fca523c9726bb5d940a2aa6d8,coders/tga.c,ReadTGAImage,coders/wpg.c,ReadWPGImage,CWE-415,Double Free,
CVE-2015-8897,ImageMagick/ImageMagick,7b1cf5784b5bcd85aa9293ecf56769f68c037231,MagickCore/transform.c,SpliceImage,MagickCore/transform.c,ChopImage,CWE-125,Out-of-bounds Read,FP
CVE-2016-10049,ImageMagick/ImageMagick,13db820f5e24cd993ee554e99377fea02a904e18,coders/rle.c,ReadRLEImage,coders/pcd.c,ReadPCDImage,CWE-119,Buffer Overflow,
CVE-2016-10049,ImageMagick/ImageMagick,13db820f5e24cd993ee554e99377fea02a904e18,coders/rle.c,ReadRLEImage,coders/svg.c,RenderRSVGImage,CWE-119,Buffer Overflow,
CVE-2016-10049,ImageMagick/ImageMagick,13db820f5e24cd993ee554e99377fea02a904e18,coders/rle.c,ReadRLEImage,coders/pango.c,ReadPANGOImage,CWE-119,Buffer Overflow,
CVE-2016-10049,ImageMagick/ImageMagick,13db820f5e24cd993ee554e99377fea02a904e18,coders/rle.c,ReadRLEImage,coders/sun.c,ReadSUNImage,CWE-119,Buffer Overflow,
CVE-2016-10061,ImageMagick/ImageMagick,4e914bbe371433f0590cefdf3bd5f3a5710069f9,coders/tiff.c,ReadGROUP4Image,coders/pwp.c,ReadPWPImage,CWE-252,Logic Error,
CVE-2016-10061,ImageMagick/ImageMagick,4e914bbe371433f0590cefdf3bd5f3a5710069f9,coders/tiff.c,ReadGROUP4Image,coders/wpg.c,ExtractPostscript,CWE-252,Logic Error,
CVE-2016-5841,ImageMagick/ImageMagick,d8ab7f046587f2e9f734b687ba7e6e10147c294b,MagickCore/profile.c,ReadResourceLong,MagickCore/mime.c,GetMimeInfo,CWE-190,Integer Overflow,
CVE-2016-5841,ImageMagick/ImageMagick,d8ab7f046587f2e9f734b687ba7e6e10147c294b,MagickCore/profile.c,ReadResourceShort,coders/bmp.c,ReadBMPImage,CWE-190,Integer Overflow,
CVE-2016-6491,ImageMagick/ImageMagick,dd84447b63a71fa8c3f47071b09454efc667767b,MagickCore/property.c,Get8BIMProperty,MagickCore/property.c,TraceSVGClippath,CWE-125,Out-of-bounds Read,
CVE-2016-6823,ImageMagick/ImageMagick,4cc6ec8a4197d4c008577127736bf7985d632323,coders/bmp.c,WriteBMPImage,coders/bmp.c,WriteBMPImage,CWE-190,Integer Overflow,
CVE-2016-7515,ImageMagick/ImageMagick,2ad6d33493750a28a5a655d319a8e0b16c392de1,coders/rle.c,ReadRLEImage,coders/sgi.c,ReadSGIImage,CWE-125,Out-of-bounds Read,
CVE-2016-7515,ImageMagick/ImageMagick,2ad6d33493750a28a5a655d319a8e0b16c392de1,coders/rle.c,ReadRLEImage,coders/dib.c,ReadDIBImage,CWE-125,Out-of-bounds Read,
CVE-2016-7529,ImageMagick/ImageMagick,a2e1064f288a353bc5fef7f79ccb7683759e775c,coders/xcf.c,load_tile,coders/xcf.c,load_tile_rle,CWE-125,Unknown,
CVE-2016-7529,ImageMagick/ImageMagick,a2e1064f288a353bc5fef7f79ccb7683759e775c,coders/xcf.c,load_tile,coders/flif.c,ReadFLIFImage,CWE-125,Unknown,
CVE-2016-7530,ImageMagick/ImageMagick,c4e63ad30bc42da691f2b5f82a24516dd6b4dc70,MagickCore/quantum.c,GetQuantumExtent,MagickCore/quantum.c,GetQuantumExtent,CWE-369,Unknown,
CVE-2016-7530,ImageMagick/ImageMagick,c4e63ad30bc42da691f2b5f82a24516dd6b4dc70,MagickCore/quantum.c,SetQuantumDepth,coders/pnm.c,ReadPNMImage,CWE-369,Unknown,
CVE-2016-7530,ImageMagick/ImageMagick,c4e63ad30bc42da691f2b5f82a24516dd6b4dc70,MagickCore/quantum.c,GetQuantumExtent,coders/miff.c,ReadMIFFImage,CWE-369,Unknown,
CVE-2016-7530,ImageMagick/ImageMagick,c4e63ad30bc42da691f2b5f82a24516dd6b4dc70,MagickCore/quantum.c,GetQuantumExtent,coders/miff.c,WriteMIFFImage,CWE-369,Unknown,
CVE-2016-7532,ImageMagick/ImageMagick,4f2c04ea6673863b87ac7f186cbb0d911f74085c,coders/psd.c,RemoveResolutionFromResourceBlock,coders/psd.c,RemoveICCProfileFromResourceBlock,CWE-125,Out-of-bounds Read,
CVE-2016-7533,ImageMagick/ImageMagick,bef1e4f637d8f665bc133a9c6d30df08d983bc3a,coders/wpg.c,ReadWPGImage,coders/cut.c,ReadCUTImage,CWE-125,Out-of-bounds Read,
CVE-2016-7533,ImageMagick/ImageMagick,bef1e4f637d8f665bc133a9c6d30df08d983bc3a,coders/wpg.c,ReadWPGImage,coders/wpg.c,UnpackWPG2Raster,CWE-125,Out-of-bounds Read,
CVE-2016-7534,ImageMagick/ImageMagick,430403b0029b37decf216d57f810899cab2317dd,MagickCore/quantum-import.c,ImportCbYCrYQuantum,MagickCore/quantum-export.c,ExportCbYCrYQuantum,CWE-125,Out-of-bounds Read,
CVE-2016-7537,ImageMagick/ImageMagick,6d202a0514fb6a406456b8b728cde776becb25f8,coders/pdb.c,WritePDBImage,coders/pdb.c,WritePDBImage,CWE-125,Out-of-bounds Read,FP
CVE-2016-7537,ImageMagick/ImageMagick,6d202a0514fb6a406456b8b728cde776becb25f8,coders/pdb.c,ReadPDBImage,coders/sun.c,ReadSUNImage,CWE-125,Out-of-bounds Read,
CVE-2016-7537,ImageMagick/ImageMagick,6d202a0514fb6a406456b8b728cde776becb25f8,coders/pdb.c,ReadPDBImage,coders/dib.c,ReadDIBImage,CWE-125,Out-of-bounds Read,
CVE-2016-7537,ImageMagick/ImageMagick,6d202a0514fb6a406456b8b728cde776becb25f8,coders/pdb.c,WritePDBImage,coders/palm.c,WritePALMImage,CWE-125,Out-of-bounds Read,
CVE-2016-7537,ImageMagick/ImageMagick,6d202a0514fb6a406456b8b728cde776becb25f8,coders/pdb.c,ReadPDBImage,coders/pcx.c,ReadPCXImage,CWE-125,Out-of-bounds Read,
CVE-2016-7538,ImageMagick/ImageMagick,82e2049862a8b8a999e160734ad64fb6cc3b145f,coders/psd.c,RemoveICCProfileFromResourceBlock,coders/psd.c,RemoveResolutionFromResourceBlock,CWE-787,Unknown,
CVE-2017-11448,ImageMagick/ImageMagick,f6463ca9588579633bbaed9460899d892aa3c64a,coders/jpeg.c,ReadJPEGImage,coders/avs.c,ReadAVSImage,CWE-200,Uninitialized Use,FP
CVE-2017-11448,ImageMagick/ImageMagick,f6463ca9588579633bbaed9460899d892aa3c64a,coders/jpeg.c,ReadJPEGImage,www/source/mgk.c,ReadMGKImage,CWE-200,Uninitialized Use,
CVE-2017-11448,ImageMagick/ImageMagick,f6463ca9588579633bbaed9460899d892aa3c64a,coders/jpeg.c,ReadJPEGImage,coders/dib.c,ReadDIBImage,CWE-200,Uninitialized Use,
CVE-2017-11448,ImageMagick/ImageMagick,f6463ca9588579633bbaed9460899d892aa3c64a,coders/jpeg.c,ReadJPEGImage,coders/aai.c,ReadAAIImage,CWE-200,Uninitialized Use,
CVE-2017-12662,ImageMagick/ImageMagick,bd40cc5f53067322861b881485cbd70f509f3829,coders/pdf.c,WritePDFImage,coders/rle.c,ReadRLEImage,CWE-772,Memory Leak,
CVE-2017-12664,ImageMagick/ImageMagick,0417cea1b6d72f90bd4f1f573f91e42a8ba66a89,coders/palm.c,WritePALMImage,coders/miff.c,WriteMIFFImage,CWE-772,Memory Leak,TP
CVE-2017-12667,ImageMagick/ImageMagick,bfb7915d4b2e11acb6a819e451c382dc645277db,coders/mat.c,ReadMATImage,coders/icon.c,ReadICONImage,CWE-772,Memory Leak,
CVE-2017-12668,ImageMagick/ImageMagick,2ba8f335fa06daf1165e0878462686028e633a74,coders/pcx.c,WritePCXImage,coders/rle.c,ReadRLEImage,CWE-772,Memory Leak,
CVE-2017-13146,ImageMagick/ImageMagick,79e5dbcdd1fc2f714f9bae548bc55d5073f3ed20,coders/mat.c,ReadMATImageV4,coders/miff.c,WriteMIFFImage,CWE-772,Memory Leak,
CVE-2017-13146,ImageMagick/ImageMagick,79e5dbcdd1fc2f714f9bae548bc55d5073f3ed20,coders/mat.c,ReadMATImageV4,coders/tiff.c,WriteTIFFImage,CWE-772,Memory Leak,
CVE-2017-15277,ImageMagick/ImageMagick,9fd10cf630832b36a588c1545d8736539b2f1fb5,coders/gif.c,ReadGIFImage,coders/map.c,ReadMAPImage,CWE-200,Uninitialized Use,
CVE-2017-5510,ImageMagick/ImageMagick,91cc3f36f2ccbd485a0456bab9aebe63b635da88,coders/psd.c,WritePSDChannel,coders/ycbcr.c,WriteYCBCRImage,CWE-787,Unknown,
CVE-2018-16323,ImageMagick/ImageMagick,216d117f05bff87b9dc4db55a1b1fadb38bcb786,coders/xbm.c,ReadXBMImage,coders/jbig.c,ReadJBIGImage,CWE-200,Uninitialized Use,TP
CVE-2018-16323,ImageMagick/ImageMagick,216d117f05bff87b9dc4db55a1b1fadb38bcb786,coders/xbm.c,ReadXBMImage,coders/viff.c,WriteVIFFImage,CWE-200,Uninitialized Use,
CVE-2018-16642,ImageMagick/ImageMagick,cc4ac341f29fa368da6ef01c207deaf8c61f6a2e,coders/cut.c,InsertRow,coders/pdb.c,ReadPDBImage,CWE-787,Unknown,
CVE-2018-16642,ImageMagick/ImageMagick,cc4ac341f29fa368da6ef01c207deaf8c61f6a2e,coders/cut.c,InsertRow,coders/xwd.c,ReadXWDImage,CWE-787,Unknown,
CVE-2018-16644,ImageMagick/ImageMagick,16916c8979c32765c542e216b31cee2671b7afe7,coders/dcm.c,ReadDCMImage,coders/psd.c,ReadPSDLayersInternal,CWE-119,Resource Exhaustion,
CVE-2018-16645,ImageMagick/ImageMagick,ecb31dbad39ccdc65868d5d2a37f0f0521250832,coders/bmp.c,ReadBMPImage,coders/bmp.c,ReadBMPImage,CWE-770,Resource Exhaustion,
CVE-2018-20467,ImageMagick/ImageMagick,db0add932fb850d762b02604ca3053b7d7ab6deb,coders/bmp.c,ReadBMPImage,coders/icon.c,ReadICONImage,CWE-835,Unknown,
CVE-2018-20467,ImageMagick/ImageMagick,db0add932fb850d762b02604ca3053b7d7ab6deb,coders/bmp.c,ReadBMPImage,coders/jnx.c,ReadJNXImage,CWE-835,Unknown,
CVE-2018-20467,ImageMagick/ImageMagick,db0add932fb850d762b02604ca3053b7d7ab6deb,coders/bmp.c,ReadBMPImage,coders/pcx.c,ReadPCXImage,CWE-835,Unknown,
CVE-2018-20467,ImageMagick/ImageMagick,db0add932fb850d762b02604ca3053b7d7ab6deb,coders/bmp.c,ReadBMPImage,coders/sgi.c,ReadSGIImage,CWE-835,Unknown,
CVE-2019-13133,ImageMagick/ImageMagick,fe3066122ef72c82415811d25e9e3fad622c0a99,coders/viff.c,ReadVIFFImage,MagickCore/montage.c,MontageImageList,CWE-401,Memory Leak,
CVE-2019-15139,ImageMagick/ImageMagick,c78993d138bf480ab4652b5a48379d4ff75ba5f7,coders/xwd.c,RegisterXWDImage,coders/xwd.c,RegisterXWDImage,CWE-125,Out-of-bounds Read,FP
CVE-2019-15139,ImageMagick/ImageMagick,c78993d138bf480ab4652b5a48379d4ff75ba5f7,coders/xwd.c,RegisterXWDImage,coders/ftxt.c,RegisterFTXTImage,CWE-125,Out-of-bounds Read,
CVE-2019-17547,ImageMagick/ImageMagick,ecf7c6b288e11e7e7f75387c5e9e93e423b98397,MagickCore/draw.c,TraceBezier,MagickCore/draw.c,TracePath,CWE-416,Use After Free,
CVE-2019-17547,ImageMagick/ImageMagick,ecf7c6b288e11e7e7f75387c5e9e93e423b98397,MagickCore/draw.c,TraceBezier,MagickCore/draw.c,RenderMVGContent,CWE-416,Use After Free,
CVE-2019-7397,ImageMagick/ImageMagick,306c1f0fa5754ca78efd16ab752f0e981d4f6b82,coders/pdf.c,WritePDFImage,coders/png.c,ReadOneJNGImage,CWE-401,Memory Leak,
CVE-2020-25665,ImageMagick/ImageMagick,cfd829bd3581b092e0a267b3deba46fa90b9bc88,coders/palm.c,WritePALMImage,coders/palm.c,ReadPALMImage,CWE-125,Out-of-bounds Read,
CVE-2020-25665,ImageMagick/ImageMagick,cfd829bd3581b092e0a267b3deba46fa90b9bc88,coders/palm.c,WritePALMImage,coders/xbm.c,ReadXBMImage,CWE-125,Out-of-bounds Read,
CVE-2020-25666,ImageMagick/ImageMagick,94691f00839dbdf43edb1508af945ab19b388573,MagickCore/histogram.c,HistogramCompare,MagickCore/xwindow.c,PopularityCompare,CWE-190,Integer Overflow,TP
CVE-2020-25666,ImageMagick/ImageMagick,94691f00839dbdf43edb1508af945ab19b388573,MagickCore/histogram.c,HistogramCompare,MagickCore/quantize.c,DominantColorCompare,CWE-190,Integer Overflow,TP
CVE-2020-27750,ImageMagick/ImageMagick,a81ca9a1b46a96be83682af3389f0a6f3d0d389d,MagickWand/pixel-iterator.c,PixelSyncIterator,MagickWand/pixel-iterator.c,PixelGetPreviousIteratorRow,CWE-369,Divide By Zero,FP
CVE-2020-27750,ImageMagick/ImageMagick,a81ca9a1b46a96be83682af3389f0a6f3d0d389d,MagickWand/pixel-iterator.c,PixelSyncIterator,MagickWand/pixel-iterator.c,PixelGetNextIteratorRow,CWE-369,Divide By Zero,FP
CVE-2020-27750,ImageMagick/ImageMagick,a81ca9a1b46a96be83682af3389f0a6f3d0d389d,MagickWand/pixel-iterator.c,PixelSyncIterator,MagickWand/pixel-iterator.c,PixelGetCurrentIteratorRow,CWE-369,Divide By Zero,FP
CVE-2020-27750,ImageMagick/ImageMagick,a81ca9a1b46a96be83682af3389f0a6f3d0d389d,MagickWand/pixel-iterator.c,PixelSyncIterator,MagickWand/wand-view.c,DuplexTransferWandViewIterator,CWE-369,Divide By Zero,
CVE-2020-27751,ImageMagick/ImageMagick,f60d59cc3a7e3402d403361e0985ffa56f746a82,MagickCore/quantum-private.h,ScaleQuantumToAny,MagickCore/quantum-private.h,ScaleAnyToQuantum,CWE-190,Integer Overflow,
CVE-2020-27751,ImageMagick/ImageMagick,f60d59cc3a7e3402d403361e0985ffa56f746a82,MagickCore/quantum-private.h,ScaleQuantumToAny,MagickCore/quantum.h,ClampToQuantum,CWE-190,Integer Overflow,
CVE-2020-27756,ImageMagick/ImageMagick,f35eca82b0c294ff9d0ccad104a881c3ae2ba913,MagickCore/geometry.c,ParseMetaGeometry,MagickCore/geometry.c,ParseGravityGeometry,CWE-369,Unknown,TP
CVE-2020-27759,ImageMagick/ImageMagick,d44f8a35558951a21367d306a42e5a097f3a43fe,MagickCore/quantize.c,IntensityCompare,MagickCore/colormap.c,IntensityCompare,CWE-190,Integer Overflow,TP
CVE-2020-27765,ImageMagick/ImageMagick,a4c89f2a61069ad7637bc7749cc1a839de442526,MagickCore/segment.c,Classify,coders/stegano.c,ReadSTEGANOImage,CWE-369,Unknown,
CVE-2020-27767,ImageMagick/ImageMagick,564f2a35e523e2b6cce9485018157f03ec05a947,MagickCore/quantum.h,ClampToQuantum,MagickCore/quantum-private.h,ScaleMapToQuantum,CWE-190,Integer Overflow,
CVE-2020-27767,ImageMagick/ImageMagick,564f2a35e523e2b6cce9485018157f03ec05a947,MagickCore/quantum.h,ClampToQuantum,MagickCore/quantum.h,ClampToQuantum,CWE-190,Integer Overflow,
CVE-2020-27767,ImageMagick/ImageMagick,564f2a35e523e2b6cce9485018157f03ec05a947,MagickCore/quantum.h,ClampToQuantum,MagickCore/quantum-private.h,ScaleLongLongToQuantum,CWE-190,Integer Overflow,
CVE-2020-27767,ImageMagick/ImageMagick,564f2a35e523e2b6cce9485018157f03ec05a947,MagickCore/quantum.h,ClampToQuantum,MagickCore/pixel-accessor.h,ClampPixel,CWE-190,Integer Overflow,
CVE-2020-27768,ImageMagick/ImageMagick,95d4e94e0353e503b71a53f5e6fad173c7c70c90,MagickCore/quantum-private.h,ScaleQuantumToMap,MagickCore/quantum-private.h,ScaleMapToQuantum,CWE-190,Unknown,
CVE-2020-27768,ImageMagick/ImageMagick,95d4e94e0353e503b71a53f5e6fad173c7c70c90,MagickCore/quantum-private.h,ScaleQuantumToShort,MagickCore/quantum-private.h,ScaleQuantumToLong,CWE-190,Unknown,FP
CVE-2020-27768,ImageMagick/ImageMagick,95d4e94e0353e503b71a53f5e6fad173c7c70c90,MagickCore/quantum-private.h,ScaleQuantumToShort,MagickCore/quantum-private.h,ScaleLongLongToQuantum,CWE-190,Unknown,
CVE-2020-27768,ImageMagick/ImageMagick,95d4e94e0353e503b71a53f5e6fad173c7c70c90,MagickCore/quantum-private.h,ScaleQuantumToLongLong,MagickCore/pixel-accessor.h,ClampPixel,CWE-190,Unknown,
CVE-2020-27770,ImageMagick/ImageMagick,be90a5395695f0d19479a5d46b06c678be7f7927,MagickCore/string.c,SubstituteString,MagickCore/string.c,SubstituteString,CWE-190,Integer Overflow,FP
CVE-2020-27771,ImageMagick/ImageMagick,872ffe6d0131beec8b47568a4874ffaca91a872e,coders/pdf.c,WritePDFImage,coders/sun.c,WriteSUNImage,CWE-190,Integer Overflow,TP
CVE-2020-27771,ImageMagick/ImageMagick,872ffe6d0131beec8b47568a4874ffaca91a872e,coders/pdf.c,WritePDFImage,coders/icon.c,WriteICONImage,CWE-190,Integer Overflow,
CVE-2021-20224,ImageMagick/ImageMagick,5af1dffa4b6ab984b5f13d1e91c95760d75f12a6,MagickCore/quantum-export.c,ExportIndexQuantum,coders/pnm.c,WritePNMImage,CWE-190,Unknown,TP
CVE-2021-20224,ImageMagick/ImageMagick,5af1dffa4b6ab984b5f13d1e91c95760d75f12a6,MagickCore/quantum-export.c,ExportIndexQuantum,MagickCore/xwindow.c,XMakeImageMSBFirst,CWE-190,Unknown,
CVE-2021-20244,ImageMagick/ImageMagick,329dd528ab79531d884c0ba131e97d43f872ab5d,MagickCore/visual-effects.c,ImplodeImage,MagickCore/visual-effects.c,SwirlImage,CWE-369,Unknown,
CVE-2021-20312,ImageMagick/ImageMagick,70aa86f5d5d8aa605a918ed51f7574f433a18482,MagickCore/signature.c,TransformSignature,coders/pwp.c,ReadPWPImage,CWE-190,Information Exposure,
