vul_id,repo,fixed_commit_sha,patch_file,patch_func,target_file,target_func,CWE,vuln_type,judgement
CVE-2019-14980,ImageMagick/ImageMagick6,614a257295bdcdeda347086761062ac7658b6830,magick/blob.c,DetachBlob,magick/blob.c,SetBlobExtent,CWE-416,Use After Free,
CVE-2023-25012,torvalds/linux,76ca8da989c7d97a7f76c75d475fe95a584439d7,drivers/hid/hid-bigbenff.c,bigben_probe,drivers/s390/net/qeth_l2_main.c,qeth_bridge_state_change,CWE-416,Race Condition,
CVE-2024-0853,curl/curl,c28e9478cb2548848eca9b765d0d409bfb18668c,lib/vtls/openssl.c,servercert,lib/vtls/gtls.c,gtls_client_init,CWE-295,Unknown,
CVE-2023-52508,torvalds/linux,8ae5b3a685dc59a8cf7ccfe0e850999ba9727a3c,drivers/nvme/host/fc.c,nvme_fc_io_getuuid,drivers/scsi/lpfc/lpfc_scsi.c,lpfc_is_command_vm_io,CWE-476,Null Pointer Dereference,
CVE-2024-26687,torvalds/linux,fa765c4b4aed2d64266b694520ecb025c862c5a9,drivers/xen/events/events_base.c,shutdown_pirq,drivers/xen/events/events_base.c,__startup_pirq,CWE-459,Race Condition,
CVE-2020-27753,ImageMagick/ImageMagick,bb3acad195de95db86c7509d8072db01890470e0,coders/miff.c,PushRunlengthPacket,coders/jxl.c,ReadJXLImage,CWE-401,Memory Leak,
CVE-2020-27759,ImageMagick/ImageMagick,d44f8a35558951a21367d306a42e5a097f3a43fe,MagickCore/quantize.c,IntensityCompare,MagickCore/colormap.c,IntensityCompare,CWE-190,Integer Overflow,TP
CVE-2021-31566,libarchive/libarchive,b41daecb5ccb4c8e3b2c53fd6147109fc12c3043,libarchive/archive_write_disk_posix.c,new_fixup,libarchive/archive_write_disk_windows.c,new_fixup,CWE-59,Path Traversal,
CVE-2023-6039,torvalds/linux,1e7417c188d0a83fb385ba2dbe35fd2563f2b6f3,drivers/net/usb/lan78xx.c,lan78xx_disconnect,drivers/net/usb/usbnet.c,usbnet_stop,CWE-416,Race Condition,
CVE-2023-47233,torvalds/linux,0f7352557a35ab7888bc7831411ec8a3cbe20d78,drivers/net/wireless/broadcom/brcm80211/brcmfmac/cfg80211.c,brcmf_notify_escan_complete,drivers/scsi/isci/host.c,sci_controller_start_next_phy,CWE-416,Unknown,
CVE-2022-0168,torvalds/linux,d6f5e358452479fa8a773b5c6ccc9e4ec5a20880,fs/cifs/smb2ops.c,smb2_ioctl_query_info,fs/smb/client/cached_dir.c,open_cached_dir,CWE-476,Null Pointer Dereference,
CVE-2023-31248,torvalds/linux,515ad530795c118f012539ed76d02bacfd426d89,net/netfilter/nf_tables_api.c,nft_chain_lookup_byid,net/netfilter/nf_tables_api.c,nft_rule_lookup_byid,CWE-416,Use After Free,TP
CVE-2023-52606,torvalds/linux,8f9abaa6d7de0a70fc68acaedce290c1f96e2e59,arch/powerpc/lib/sstep.c,do_fp_store,arch/powerpc/lib/sstep.c,do_vsx_store,CWE-770,Improper Validation,FP
OSV-2022-383,radareorg/radare2,3a9ba748f2bee9d3950346dac0753145809e4abc,libr/include/r_arch.h,r_arch_config_new,libr/arch/arch_session.c,r_arch_session,CWE-416,Use After Free,
CVE-2022-3239,torvalds/linux,c08eadca1bdfa099e20a32f8fa4b52b2f672236d,drivers/media/usb/em28xx/em28xx-cards.c,em28xx_usb_probe,drivers/net/can/usb/esd_usb.c,esd_usb_probe,CWE-416,Use After Free,
CVE-2020-25674,ImageMagick/ImageMagick,67b871032183a29d3ca0553db6ce1ae80fddb9aa,coders/png.c,WriteOnePNGImage,coders/png.c,ReadOnePNGImage,CWE-122,Out-of-bounds Read,
OSV-2021-1221,kamailio/kamailio,1d3fde1205440296c1d6a54feee5a9d637055bee,src/core/parser/parse_via.c,parse_via,src/core/parser/parse_identityinfo.c,parse_identityinfo,CWE-125,Out-of-bounds Read,
CVE-2021-47078,torvalds/linux,67f29896fdc83298eed5a6576ff8f9873f709228,drivers/infiniband/sw/rxe/rxe_qp.c,rxe_qp_init_req,drivers/infiniband/sw/rxe/rxe_srq.c,rxe_srq_from_init,CWE-416,Use After Free,
CVE-2016-5841,ImageMagick/ImageMagick,d8ab7f046587f2e9f734b687ba7e6e10147c294b,MagickCore/profile.c,ReadResourceLong,coders/map.c,ReadMAPImage,CWE-190,Integer Overflow,FP
CVE-2024-26804,torvalds/linux,5ae1e9922bbdbaeb9cfbe91085ab75927488ac0f,net/ipv4/ip_tunnel.c,ip_md_tunnel_xmit,net/ipv6/ip6_tunnel.c,ip6_tnl_xmit,CWE-416,Use After Free,TP
CVE-2018-20461,radareorg/radare2,a1bc65c3db593530775823d6d7506a457ed95267,libr/core/cmd_anal.c,core_anal_bytes,libr/core/cmd_anal.inc.c,core_anal_bytes,CWE-125,Out-of-bounds Read,
CVE-2022-1809,radareorg/radare2,919e3ac1a13f753c73e7a8e8d8bb4a143218732d,libr/anal/vtable.c,r_anal_vtable_begin,libr/anal/rtti_itanium.c,rtti_itanium_type_info_new,CWE-824,Uninitialized Use,
CVE-2021-47149,torvalds/linux,52202be1cd996cde6e8969a128dc27ee45a7cb5e,drivers/net/ethernet/fujitsu/fmvj18x_cs.c,fmvj18x_get_hwinfo,drivers/net/ethernet/xircom/xirc2ps_cs.c,xirc2ps_config,CWE-476,Null Pointer Dereference,
CVE-2022-24448,torvalds/linux,ac795161c93699d600db16c1a8cc23a65a1eceaf,fs/nfs/dir.c,nfs_atomic_open,fs/nfs/dir.c,nfs_atomic_open_v23,CWE-755,Logic Error,
CVE-2023-2166,torvalds/linux,0acc442309a0a1b01bcdaa135e56e6398a49439c,net/can/af_can.c,canxl_rcv,net/can/af_can.c,can_send,CWE-476,Null Pointer Dereference,
CVE-2020-11098,FreeRDP/FreeRDP,c0fd449ec0870b050d350d6d844b1ea6dad4bc7d,libfreerdp/cache/glyph.c,glyph_cache_put,libfreerdp/cache/glyph.c,glyph_cache_get,CWE-125,Out-of-bounds Read,TP
CVE-2021-47107,torvalds/linux,53b1119a6e5028b125f431a0116ba73510d82a72,fs/nfsd/nfsproc.c,nfsd_init_dirlist_pages,net/sunrpc/xdr.c,xdr_truncate_encode,CWE-120,Buffer Overflow,
CVE-2021-39685,torvalds/linux,153a2d7e3350cc89d406ba2d35be8793a64c2038,drivers/usb/gadget/legacy/dbgp.c,dbgp_setup,drivers/usb/gadget/function/f_midi2.c,f_midi2_setup,CWE-787,Unknown,
OSV-2022-664,LibreDWG/libredwg,8bdb594582853d33f6ca41a0decd7f2f40619657,src/decode_r11.c,decode_preR13,src/decode.c,decode_r11_auxheader,CWE-122,Unknown,
CVE-2018-1000879,libarchive/libarchive,15bf44fd2c1ad0e3fd87048b3fcc90c4dcff1175,libarchive/archive_acl.c,archive_acl_from_text_l,libarchive/archive_acl.c,archive_acl_from_text_w,CWE-476,Null Pointer Dereference,TP
CVE-2021-0937,torvalds/linux,b29c457a6511435960115c0f548c4360d5f4801d,net/ipv4/netfilter/arp_tables.c,translate_compat_table,net/ipv6/netfilter/ip6_tables.c,ip6t_register_table,CWE-200,Information Exposure,
CVE-2021-40571,gpac/gpac,a69b567b8c95c72f9560c873c5ab348be058f340,src/odf/descriptors.c,gf_odf_av1_cfg_read_bs_size,src/odf/descriptors.c,gf_odf_vvc_cfg_read_bs,CWE-415,Logic Error,
CVE-2023-52510,torvalds/linux,f990874b1c98fe8e57ee9385669f501822979258,drivers/net/ieee802154/ca8210.c,ca8210_unregister_ext_clock,sound/soc/samsung/i2s.c,i2s_unregister_clocks,CWE-416,Use After Free,
CVE-2022-1052,radareorg/radare2,0052500c1ed5bf8263b26b9fd7773dbdc6f170c4,libr/bin/format/mach0/mach0.c,reconstruct_chained_fixup,libr/bin/format/mach0/mach0.c,reconstruct_chained_fixup,CWE-787,Buffer Overflow,FP
CVE-2019-18408,libarchive/libarchive,b8592ecba2f9e451e1f5cb7ab6dcee8b8e7b3f60,libarchive/archive_read_support_format_rar.c,archive_read_format_rar_read_data,libarchive/archive_read_support_format_rar.c,parse_codes,CWE-416,Use After Free,
CVE-2023-6546,torvalds/linux,3c4f8333b582487a2d1e02171f1465531cde53e3,drivers/tty/n_gsm.c,gsm_cleanup_mux,drivers/tty/n_gsm.c,gsm_control_message,CWE-362,Race Condition,
CVE-2021-4204,torvalds/linux,be80a1d3f9dbe5aee79a325964f7037fe2d92f30,kernel/bpf/verifier.c,check_ld_abs,kernel/bpf/verifier.c,check_alu_op,CWE-119,Out-of-bounds Read,
CVE-2023-52487,torvalds/linux,d76fdd31f953ac5046555171620f2562715e9b71,drivers/net/ethernet/mellanox/mlx5/core/en_tc.c,mlx5e_tc_del_fdb_peer_flow,drivers/infiniband/hw/irdma/cm.c,irdma_dec_refcnt_listen,CWE-476,Null Pointer Dereference,
CVE-2019-10131,ImageMagick/ImageMagick,cb1214c124e1bd61f7dd551b94a794864861592e,coders/meta.c,format8BIM,coders/png.c,ReadOneJNGImage,CWE-193,Out-of-bounds Read,
CVE-2024-25744,torvalds/linux,b82a8dbd3d2f4563156f7150c6f2ecab6e960b30,arch/x86/coco/tdx/tdx.c,tdx_early_init,arch/x86/coco/tdx/tdx.c,tdx_early_init,CWE-693,Logic Error,
CVE-2021-47002,torvalds/linux,b9f83ffaa0c096b4c832a43964fe6bff3acffe10,net/sunrpc/svc.c,svc_rqst_free,net/sunrpc/svc.c,svc_prepare_thread,CWE-476,Null Pointer Dereference,
CVE-2020-25704,torvalds/linux,7bdb157cdebbf95a1cd94ed2e01b338714075d00,kernel/events/core.c,perf_event_parse_addr_filter,drivers/nvme/host/fabrics.c,nvmf_parse_options,CWE-401,Memory Leak,
CVE-2022-41858,torvalds/linux,ec4eb8a86ade4d22633e1da2a7d85a846b7d1798,drivers/net/slip/slip.c,sl_tx_timeout,drivers/net/can/slcan/slcan-core.c,slcan_netdev_close,CWE-476,Null Pointer Dereference,
CVE-2021-4154,torvalds/linux,3b0462726e7ef281c35a7a4ae33e93ee2bc9975b,kernel/cgroup/cgroup-v1.c,cgroup1_parse_param,fs/smb/client/fs_context.c,smb3_fs_context_parse_param,CWE-416,Type Confusion,
CVE-2019-7395,ImageMagick/ImageMagick,8a43abefb38c5e29138e1c9c515b313363541c06,coders/psd.c,WritePSDChannel,coders/meta.c,formatIPTC,CWE-401,Memory Leak,
CVE-2020-15393,torvalds/linux,28ebeb8db77035e058a510ce9bd17c2b9a009dba,drivers/usb/misc/usbtest.c,usbtest_disconnect,drivers/w1/masters/ds2490.c,ds_disconnect,CWE-401,Memory Leak,
CVE-2015-8787,torvalds/linux,94f9cd81436c85d8c3a318ba92e236ede73752fc,net/netfilter/nf_nat_redirect.c,nf_nat_redirect_ipv4,drivers/net/wan/hdlc_cisco.c,cisco_rx,CWE-476,Null Pointer Dereference,
CVE-2022-31813,apache/httpd,956f708b094698ac9ad570d640d4f30eb0df7305,modules/proxy/proxy_util.c,ap_proxy_create_hdrbrgd,modules/proxy/mod_proxy_http.c,ap_proxy_http_process_response,CWE-345,Authentication Bypass,
CVE-2018-8789,FreeRDP/FreeRDP,2ee663f39dc8dac3d9988e847db19b2d7e3ac8c6,winpr/libwinpr/sspi/NTLM/ntlm_message.c,ntlm_write_message_fields,winpr/libwinpr/sspi/NTLM/ntlm_compute.c,ntlm_write_version_info,CWE-125,Information Exposure,
CVE-2017-12669,ImageMagick/ImageMagick,73b6c35cede48ccb2e29dbe62c2d77488e5e70b7,coders/cals.c,WriteCALSImage,coders/ept.c,WriteEPTImage,CWE-772,Memory Leak,
CVE-2021-40564,gpac/gpac,cf6771c857eb9a290e2c19ddacfdd3ed98b27618,src/media_tools/av_parsers.c,avc_parse_slice,src/filters/hevcsplit.c,hevcsplit_remove_slice_address,CWE-476,Out-of-bounds Read,TP
CVE-2020-35513,torvalds/linux,880a3a5325489a143269a8e172e7563ebf9897bc,fs/nfsd/nfs4xdr.c,nfsd4_decode_open,fs/nfsd/nfs4proc.c,nfsd4_create,CWE-271,Logic Error,FP
CVE-2023-38039,curl/curl,3ee79c1674fd6f99e8efca52cd7510e08b766770,lib/pingpong.c,Curl_pp_readresp,lib/transfer.c,Curl_pretransfer,CWE-770,Resource Exhaustion,
CVE-2020-20451,FFmpeg/FFmpeg,21265f42ecb265debe9fec1dbfd0cb7de5a8aefb,fftools/ffmpeg_opt.c,open_files,libavformat/matroskaenc.c,mkv_reformat_wavpack,CWE-401,Memory Leak,
CVE-2020-22043,FFmpeg/FFmpeg,b288a7eb3d963a175e177b6219c8271076ee8590,libavformat/mpegenc.c,mpeg_mux_end,libavformat/oggdec.c,ogg_restore,CWE-401,Memory Leak,TP
CVE-2019-20911,LibreDWG/libredwg,c6f6668b82bfe595899cc820279ac37bb9ef16f5,src/encode.c,dwg_encode_add_object,src/encode.c,dwg_encode,CWE-835,Infinite Loop,
CVE-2021-47015,torvalds/linux,bbd6f0a948139970f4a615dff189d9a503681a39,drivers/net/ethernet/broadcom/bnxt/bnxt.c,bnxt_rx_pkt,drivers/net/ethernet/broadcom/bnxt/bnxt.c,bnxt_tpa_start,CWE-835,Infinite Loop,
CVE-2021-47079,torvalds/linux,ff67dbd554b2aaa22be933eced32610ff90209dd,drivers/platform/x86/ideapad-laptop.c,dytc_profile_set,drivers/platform/x86/ideapad-laptop.c,dytc_cql_command,CWE-476,Null Pointer Dereference,
CVE-2022-27775,curl/curl,058f98dc3fe595f21dc26a5b9b1699e519ba5705,lib/conncache.c,hashkey,lib/connect.c,Curl_addr2string,CWE-200,Information Exposure,
CVE-2021-46911,torvalds/linux,1a73e427b824133940c2dd95ebe26b6dce1cbf10,drivers/net/ethernet/chelsio/inline_crypto/ch_ktls/chcr_ktls.c,chcr_ktls_xmit,drivers/net/ethernet/mellanox/mlx5/core/en_accel/ktls_tx.c,tx_sync_info_get,CWE-362,Race Condition,
CVE-2018-11380,radareorg/radare2,60208765887f5f008b3b9a883f3addc8bdb9c134,libr/bin/format/mach0/mach0.c,parse_import_ptr,libr/arch/p/ppc/libvle/vle.c,find_se,CWE-125,Out-of-bounds Read,
CVE-2022-3222,gpac/gpac,4e7736d7ec7bf64026daa611da951993bb42fdaf,src/bifs/script_dec.c,SFS_ObjectMethodCall,src/bifs/script_dec.c,SFS_SwitchStatement,CWE-674,Recursion Error,
CVE-2024-0853,curl/curl,c28e9478cb2548848eca9b765d0d409bfb18668c,lib/vtls/openssl.c,servercert,lib/vtls/openssl.c,ossl_init_ssl,CWE-295,Unknown,
CVE-2023-51782,torvalds/linux,810c38a369a0a0ce625b5c12169abce1dd9ccd53,net/rose/af_rose.c,rose_ioctl,net/qrtr/af_qrtr.c,qrtr_ioctl,CWE-416,Race Condition,
CVE-2024-26651,torvalds/linux,07161b2416f740a2cb87faa5566873f401440a61,drivers/net/usb/sr9800.c,sr9800_bind,drivers/net/usb/asix_devices.c,ax88178_bind,CWE-252,Improper Validation,
CVE-2024-26689,torvalds/linux,cda4672da1c26835dcbd7aec2bfed954eda9b5ef,fs/ceph/caps.c,__prep_cap,fs/ceph/caps.c,__send_flush_snap,CWE-416,Unknown,FP
CVE-2023-35824,torvalds/linux,5abda7a16698d4d1f47af1168d8fa2c640116b4a,drivers/media/pci/dm1105/dm1105.c,dm1105_remove,drivers/media/pci/smipcie/smipcie-main.c,smi_remove,CWE-362,Unknown,
CVE-2022-0519,radareorg/radare2,6c4428f018d385fc80a33ecddcb37becea685dd5,shlr/java/class.c,r_bin_java_annotation_new,shlr/java/class.c,r_bin_java_bootstrap_method_new,CWE-119,Out-of-bounds Read,
OSV-2024-384,LibreDWG/libredwg,56d392a7e5ae5f522004ff92396dabd468f8d810,src/in_json.c,json_R2004_Header,src/in_json.c,json_eed,CWE-416,Unknown,
CVE-2022-32981,torvalds/linux,8e1278444446fc97778a5e5c99bca1ce0bbc5ec9,arch/powerpc/kernel/ptrace/ptrace.c,pt_regs_check,arch/parisc/kernel/ptrace.c,task_user_regset_view,CWE-120,Buffer Overflow,
CVE-2019-19529,torvalds/linux,4d6636498c41891d0482a914dd570343a838ad79,drivers/net/can/usb/mcba_usb.c,mcba_usb_disconnect,drivers/net/can/usb/f81604.c,f81604_disconnect,CWE-416,Use After Free,
CVE-2020-11993,apache/httpd,971fc8f5b5d664ddeb5d22f8adef2137c7980fc7,modules/http2/h2_util.c,h2_req_add_header,modules/http2/h2_proxy_util.c,h2_headers_add_h1,CWE-444,Logic Error,TP
CVE-2020-15852,torvalds/linux,cadfad870154e14f745ec845708bc17d166065f2,arch/x86/kernel/process.c,switch_to_bitmap,arch/x86/xen/enlighten_pv.c,xen_update_io_bitmap,CWE-276,Unknown,
CVE-2021-46967,torvalds/linux,3a3e0fad16d40a2aa68ddf7eea4acdf48b22dd44,drivers/vhost/vdpa.c,vhost_vdpa_mmap,drivers/usb/core/devio.c,usbdev_mmap,CWE-665,Unknown,
CVE-2023-28410,torvalds/linux,661412e301e2ca86799aa4f400d1cf0bd38c57c6,drivers/gpu/drm/i915/gem/i915_gem_mman.c,vm_access,mm/memory.c,generic_access_phys,CWE-787,Unknown,
OSV-2024-384,LibreDWG/libredwg,56d392a7e5ae5f522004ff92396dabd468f8d810,src/in_json.c,json_fixed_string,src/in_json.c,json_string,CWE-416,Unknown,
CVE-2023-3312,torvalds/linux,ba5e770c9698782bc203bbf5cf3b36a77720bdbe,drivers/cpufreq/qcom-cpufreq-hw.c,qcom_cpufreq_hw_cpu_exit,drivers/net/can/at91_can.c,at91_can_remove,CWE-415,Double Free,
CVE-2022-45934,torvalds/linux,bcd70260ef56e0aee8a4fc6cd214a419900b0765,net/bluetooth/l2cap_core.c,l2cap_config_req,net/bluetooth/l2cap_core.c,l2cap_connect_create_rsp,CWE-190,Integer Overflow,
CVE-2019-15139,ImageMagick/ImageMagick,c78993d138bf480ab4652b5a48379d4ff75ba5f7,coders/xwd.c,ReadXWDImage,coders/psd.c,ReadPSDLayersInternal,CWE-125,Out-of-bounds Read,
CVE-2023-52475,torvalds/linux,5c15c60e7be615f05a45cd905093a54b11f461bc,drivers/input/misc/powermate.c,powermate_disconnect,sound/usb/midi2.c,free_midi_urbs,CWE-416,Unknown,
CVE-2018-12320,radareorg/radare2,90b71c017a7fa9732fe45fd21b245ee051b1f548,libr/anal/bb.c,r_anal_bb_free,libr/anal/block.c,r_anal_delete_block,CWE-416,Double Free,
CVE-2024-26632,torvalds/linux,7bed6f3d08b7af27b7015da8dc3acf2b9c1f21d7,include/linux/bio.h,bio_first_folio,fs/btrfs/bio.c,btrfs_end_repair_bio,CWE-476,Null Pointer Dereference,
CVE-2023-52596,torvalds/linux,315552310c7de92baea4e570967066569937a843,fs/proc/proc_sysctl.c,register_sysctl_mount_point,fs/proc/proc_sysctl.c,register_sysctl_mount_point,CWE-787,Null Pointer Dereference,FP
CVE-2024-26773,torvalds/linux,4530b3660d396a646aad91a787b6ab37cf604b53,fs/ext4/mballoc.c,ext4_mb_try_best_found,fs/ext4/mballoc.c,ext4_mb_complex_scan_group,CWE-754,Unknown,
CVE-2023-52599,torvalds/linux,49f9637aafa6e63ba686c13cb8549bf5e6920402,fs/jfs/jfs_imap.c,diNewExt,fs/jfs/jfs_imap.c,diExtendFS,CWE-129,Unknown,TP
CVE-2021-47159,torvalds/linux,a269333fa5c0c8e53c92b5a28a6076a28cde3e83,net/dsa/master.c,dsa_master_get_strings,drivers/pinctrl/pinctrl-scmi.c,pinctrl_scmi_get_pins,CWE-835,Infinite Loop,
OSV-2023-1186,LibreDWG/libredwg,6f43e71f4cbddf96d47648f36161a9815389b50a,src/in_dxf.c,dxf_read_rs,src/in_dxf.c,dxf_read_rl,CWE-416,Use After Free,
CVE-2020-0431,torvalds/linux,4f3882177240a1f55e45a3d241d3121341bead78,drivers/hid/hid-input.c,hidinput_configure_usage,drivers/hid/hid-microsoft.c,ms_ergonomy_kb_quirk,CWE-787,Unknown,
CVE-2018-8789,FreeRDP/FreeRDP,2ee663f39dc8dac3d9988e847db19b2d7e3ac8c6,winpr/libwinpr/sspi/NTLM/ntlm_message.c,ntlm_read_message_fields,libfreerdp/crypto/er.c,er_read_sequence_tag,CWE-125,Information Exposure,
CVE-2021-46931,torvalds/linux,918fc3855a6507a200e9cf22c20be852c0982687,drivers/net/ethernet/mellanox/mlx5/core/en/reporter_tx.c,mlx5e_reporter_tx_timeout,drivers/net/ethernet/mellanox/mlx5/core/en/reporter_rx.c,mlx5e_reporter_rx_timeout,CWE-787,Type Confusion,
CVE-2024-26656,torvalds/linux,22207fd5c80177b860279653d017474b2812af5e,drivers/gpu/drm/amd/amdgpu/amdgpu_hmm.c,amdgpu_hmm_register,drivers/gpu/drm/i915/gem/i915_gem_userptr.c,i915_gem_userptr_init__mmu_notifier,CWE-416,Unknown,
CVE-2023-52612,torvalds/linux,744e1885922a9943458954cfea917b31064b4131,crypto/scompress.c,scomp_acomp_comp_decomp,crypto/scompress.c,scomp_acomp_comp_decomp,CWE-120,Buffer Overflow,
OSV-2023-989,radareorg/radare2,a9d18eb4229893fabd9c40ebdb00d7466d9ab401,libr/bin/format/mach0/mach0.c,load_sections,libr/bin/format/mach0/mach0.c,parse_segments,CWE-122,Unknown,
CVE-2021-46913,torvalds/linux,4d8f9065830e526c83199186c5f56a6514f457d2,net/netfilter/nf_tables_api.c,nft_add_set_elem,net/netfilter/nft_dynset.c,nft_dynset_destroy,CWE-665,Logic Error,
CVE-2022-20132,torvalds/linux,f83baa0cb6cfc92ebaf7f9d3a99d7e34f2e77a8a,drivers/hid/hid-uclogic-params.c,uclogic_params_init,drivers/hid/hid-uclogic-params.c,uclogic_params_ugee_v2_init,CWE-125,Out-of-bounds Read,
CVE-2020-36782,torvalds/linux,278e5bbdb9a94fa063c0f9bcde2479d0b8042462,drivers/i2c/busses/i2c-imx-lpi2c.c,lpi2c_imx_master_enable,drivers/i2c/busses/i2c-imx.c,i2c_imx_unreg_slave,CWE-401,Resource Leak,
CVE-2022-29582,torvalds/linux,e677edbcabee849bfdd43f1602bccbecf736a646,fs/io_uring.c,io_timeout_prep,io_uring/timeout.c,__io_timeout_prep,CWE-362,Unknown,
CVE-2019-13307,ImageMagick/ImageMagick6,91e58d967a92250439ede038ccfb0913a81e59fe,magick/statistic.c,AcquirePixelThreadSet,magick/paint.c,AcquireHistogramTLS,CWE-787,Buffer Overflow,TP
CVE-2016-10906,torvalds/linux,c278c253f3d992c6994d08aa0efb2b6806ca396f,drivers/net/ethernet/arc/emac_main.c,arc_emac_tx,drivers/net/ethernet/renesas/rtsn.c,rtsn_start_xmit,CWE-362,Race Condition,
CVE-2023-50007,FFmpeg/FFmpeg,b1942734c7cbcdc9034034373abcc9ecb9644c47,libavfilter/af_afwtdn.c,activate,libavfilter/avf_showcwt.c,output_frame,CWE-121,Buffer Overflow,
CVE-2021-37159,torvalds/linux,a6ecfb39ba9d7316057cea823b196b734f6b18ca,drivers/net/usb/hso.c,hso_create_net_device,drivers/firewire/net.c,fwnet_probe,CWE-415,Double Free,
CVE-2021-31260,gpac/gpac,df8fffd839fe5ae9acd82d26fd48280a397411d9,src/isomedia/track.c,MergeTrack,src/isomedia/isom_write.c,gf_isom_copy_sample_info,CWE-476,Null Pointer Dereference,TP
CVE-2021-47031,torvalds/linux,782b3e86ea970e899f8e723db9f64708a15ca30e,drivers/net/wireless/mediatek/mt76/mt7921/mac.c,mt7921_coredump_work,drivers/net/wireless/rsi/rsi_91x_usb_ops.c,rsi_usb_rx_thread,CWE-401,Memory Leak,
CVE-2016-10061,ImageMagick/ImageMagick,4e914bbe371433f0590cefdf3bd5f3a5710069f9,coders/tiff.c,ReadGROUP4Image,coders/pwp.c,ReadPWPImage,CWE-252,Other,
CVE-2023-52530,torvalds/linux,31db78a4923ef5e2008f2eed321811ca79e7f71b,net/mac80211/key.c,ieee80211_key_link,drivers/net/wireless/intel/iwlwifi/mvm/d3.c,iwl_mvm_mlo_gtk_rekey,CWE-416,Use After Free,
CVE-2022-0519,radareorg/radare2,6c4428f018d385fc80a33ecddcb37becea685dd5,shlr/java/class.c,r_bin_java_annotation_new,shlr/java/class.c,r_bin_java_element_pair_new,CWE-119,Out-of-bounds Read,
CVE-2023-28466,torvalds/linux,49c47cc21b5b7a3d8deb18fc57b0aa2ab1286962,net/tls/tls_main.c,do_tls_getsockopt_conf,net/dccp/proto.c,dccp_sendmsg,CWE-476,Race Condition,
CVE-2021-32268,gpac/gpac,388ecce75d05e11fc8496aa4857b91245007d26e,src/isomedia/box_code_base.c,url_box_read,src/isomedia/box_code_apple.c,chan_box_read,CWE-787,Out-of-bounds Read,
CVE-2023-39198,torvalds/linux,c611589b4259ed63b9b77be6872b1ce07ec0ac16,drivers/gpu/drm/qxl/qxl_gem.c,qxl_gem_object_create_with_handle,drivers/gpu/drm/radeon/radeon_gem.c,radeon_gem_userptr_ioctl,CWE-416,Use After Free,
CVE-2022-22720,apache/httpd,0cb63842869cc2d9c02aba63c2122c685ac88d76,modules/http/http_filters.c,ap_discard_request_body,server/util.c,ap_parse_form_data,CWE-444,Logic Error,FP
