vul_id,repo,fixed_commit_sha
CVE-2021-38092,FFmpeg/FFmpeg,99f8d32129dd233d4eb2efa44678a0bc44869f23
CVE-2021-38094,FFmpeg/FFmpeg,99f8d32129dd233d4eb2efa44678a0bc44869f23
CVE-2021-38114,FFmpeg/FFmpeg,796a84fd047099ba25329ee2c420d11709ebe8b1
CVE-2022-1475,FFmpeg/FFmpeg,757da974b21833529cc41bdcc9684c29660cdfa8
CVE-2022-2566,FFmpeg/FFmpeg,c953baa084607dd1d84c3bfcce3cf6a87c3e6e05
CVE-2022-3109,FFmpeg/FFmpeg,656cb0450aeb73b25d7d26980af342b37ac4c568
CVE-2022-3341,FFmpeg/FFmpeg,9cf652cef49d74afe3d454f27d49eb1a1394951e
CVE-2022-3964,FFmpeg/FFmpeg,92f9b28ed84a77138105475beba16c146bdaf984
CVE-2022-48434,FFmpeg/FFmpeg,031c9601d06759a748adc077f73e3005b5571be1
CVE-2023-46407,FFmpeg/FFmpeg,bf814387f42e9b0dea9d75c03db4723c88e7d962
CVE-2023-47342,FFmpeg/FFmpeg,e4d5ac8d7d2a08658b3db7dd821246fe6b35381f
CVE-2023-50007,FFmpeg/FFmpeg,b1942734c7cbcdc9034034373abcc9ecb9644c47
CVE-2023-50008,FFmpeg/FFmpeg,5f87a68cf70dafeab2fb89b42e41a4c29053b89b
CVE-2024-22860,FFmpeg/FFmpeg,d2e8974699a9e35cc1a926bf74a972300d629cd5
CVE-2024-22862,FFmpeg/FFmpeg,ca09d8a0dcd82e3128e62463231296aaf63ae6f7
CVE-2024-31578,FFmpeg/FFmpeg,3bb00c0a420c3ce83c6fafee30270d69622ccad7
CVE-2024-31582,FFmpeg/FFmpeg,99debe5f823f45a482e1dc08de35879aa9c74bd2
CVE-2024-31585,FFmpeg/FFmpeg,81df787b53eb5c6433731f6eaaf7f2a94d8a8c80
CVE-2024-35365,FFmpeg/FFmpeg,ced5c5fdb8634d39ca9472a2026b2d2fea16c4e5
CVE-2024-35366,FFmpeg/FFmpeg,0bed22d597b78999151e3bde0768b7fe763fc2a6
CVE-2024-35368,FFmpeg/FFmpeg,4513300989502090c4fd6560544dce399a8cd53c
CVE-2024-36616,FFmpeg/FFmpeg,86f73277bf014e2ce36dd2594f1e0fb8b3bd6661
CVE-2024-36617,FFmpeg/FFmpeg,d973fcbcc2f944752ff10e6a76b0b2d9329937a7
CVE-2024-36618,FFmpeg/FFmpeg,7a089ed8e049e3bfcb22de1250b86f2106060857
CVE-2024-7055,FFmpeg/FFmpeg,3faadbe2a27e74ff5bb5f7904ec27bb1f5287dc8
CVE-2018-8784,FreeRDP/FreeRDP,17c363a5162fd4dc77b1df54e48d7bd9bf6b3be7
CVE-2018-8785,FreeRDP/FreeRDP,602f4a2e14b41703b5f431de3154cd46a5750a2d
CVE-2018-8786,FreeRDP/FreeRDP,445a5a42c500ceb80f8fa7f2c11f3682538033f3
CVE-2018-8787,FreeRDP/FreeRDP,09b9d4f1994a674c4ec85b4947aa656eda1aed8a
CVE-2019-17177,FreeRDP/FreeRDP,9fee4ae076b1ec97b97efb79ece08d1dab4df29a
CVE-2020-11042,FreeRDP/FreeRDP,6b2bc41935e53b0034fe5948aeeab4f32e80f30f
CVE-2020-11044,FreeRDP/FreeRDP,67c2aa52b2ae0341d469071d1bc8aab91f8d2ed8
CVE-2020-11045,FreeRDP/FreeRDP,f8890a645c221823ac133dbf991f8a65ae50d637
CVE-2020-11046,FreeRDP/FreeRDP,ed53cd148f43cbab905eaa0f5308c2bf3c48cc37
CVE-2020-11047,FreeRDP/FreeRDP,f5e73cc7c9cd973b516a618da877c87b80950b65
CVE-2020-11058,FreeRDP/FreeRDP,3627aaf7d289315b614a584afb388f04abfb5bbf
CVE-2020-11085,FreeRDP/FreeRDP,b73143cf7ee5fe4cdabcbf56908aa15d8a883821
CVE-2020-11086,FreeRDP/FreeRDP,c098f21fdaadca57ff649eee1674f6cc321a2ec4
CVE-2020-11087,FreeRDP/FreeRDP,8241ab42fdf0cc89cf69fc574bf6360c9977a0d4
CVE-2020-11088,FreeRDP/FreeRDP,8fa38359634a9910b91719818ab02f23c320dbae
CVE-2020-11095,FreeRDP/FreeRDP,733ee3208306b1ea32697b356c0215180fc3f049
CVE-2020-11096,FreeRDP/FreeRDP,b8beb55913471952f92770c90c372139d78c16c0
CVE-2020-11097,FreeRDP/FreeRDP,58a3122250d54de3a944c487776bcd4d1da4721e
CVE-2020-11099,FreeRDP/FreeRDP,6ade7b4cbfd71c54b3d724e8f2d6ac76a58e879a
CVE-2020-11525,FreeRDP/FreeRDP,58dc36b3c883fd460199cedb6d30e58eba58298c
CVE-2020-13396,FreeRDP/FreeRDP,48361c411e50826cb602c7aab773a8a20e1da6bc
CVE-2020-4031,FreeRDP/FreeRDP,6d86e20e1e7caaab4f0c7f89e36d32914dbccc52
CVE-2020-4032,FreeRDP/FreeRDP,e7bffa64ef5ed70bac94f823e2b95262642f5296
CVE-2020-4033,FreeRDP/FreeRDP,0a98c450c58ec150e44781c89aa6f8e7e0f571f5
CVE-2021-37594,FreeRDP/FreeRDP,0d79670a28c0ab049af08613621aa0c267f977e9
CVE-2022-39316,FreeRDP/FreeRDP,e865c24efc40ebc52e75979c94cdd4ee2c1495b0
CVE-2022-39319,FreeRDP/FreeRDP,11555828d2cf289b350baba5ad1f462f10b80b76
CVE-2022-41877,FreeRDP/FreeRDP,6655841cf2a00b764f855040aecb8803cfc5eaba
CVE-2023-39354,FreeRDP/FreeRDP,cd1da25a87358eb3b5512fd259310e95b19a05ec
CVE-2023-39355,FreeRDP/FreeRDP,d6f9d33a7db0b346195b6a15b5b99944ba41beee
CVE-2023-40589,FreeRDP/FreeRDP,16141a30f983dd6f7a6e5b0356084171942c9416
CVE-2024-32658,FreeRDP/FreeRDP,1a755d898ddc028cc818d0dd9d49d5acff4c44bf
CVE-2024-32660,FreeRDP/FreeRDP,5e5d27cf310e4c10b854be7667bfb7a5d774eb47
CVE-2024-32662,FreeRDP/FreeRDP,626d10a94a88565d957ddc30768ed08b320049a7
CVE-2015-8894,ImageMagick/ImageMagick,4f68e9661518463fca523c9726bb5d940a2aa6d8
CVE-2015-8900,ImageMagick/ImageMagick,97aa7d7cfd2027f6ba7ce42caf8b798541b9cdc6
CVE-2015-8957,ImageMagick/ImageMagick,450bd716ed3b9186dd10f9e60f630a3d9eeea2a4
CVE-2015-8959,ImageMagick/ImageMagick,cc2a4d2ba5371d25c58763e4db2dbc1f4691c0f7
CVE-2016-10049,ImageMagick/ImageMagick,13db820f5e24cd993ee554e99377fea02a904e18
CVE-2016-10050,ImageMagick/ImageMagick,139d4323c40d7363bfdd2382c3821a6f76d69430
CVE-2016-10052,ImageMagick/ImageMagick,13267a10845a8dadabed63072b537f050cec6daa
CVE-2016-10060,ImageMagick/ImageMagick,933e96f01a8c889c7bf5ffd30020e86a02a046e7
CVE-2016-10061,ImageMagick/ImageMagick,4e914bbe371433f0590cefdf3bd5f3a5710069f9
CVE-2016-10063,ImageMagick/ImageMagick,94936efda8aa63563211eda07a5ade92abb32f7a
CVE-2016-10064,ImageMagick/ImageMagick,63302366a63602acbaad5c8223a105811b2adddd
CVE-2016-10070,ImageMagick/ImageMagick,a6240a163cb787909703d9fc649cf861f60ddd7c
CVE-2016-5841,ImageMagick/ImageMagick,d8ab7f046587f2e9f734b687ba7e6e10147c294b
CVE-2016-6491,ImageMagick/ImageMagick,dd84447b63a71fa8c3f47071b09454efc667767b
CVE-2016-7514,ImageMagick/ImageMagick,198fffab4daf8aea88badd9c629350e5b26ec32f
CVE-2016-7515,ImageMagick/ImageMagick,2ad6d33493750a28a5a655d319a8e0b16c392de1
CVE-2016-7521,ImageMagick/ImageMagick,30eec879c8b446b0ea9a3bb0da1a441cc8482bc4
CVE-2016-7522,ImageMagick/ImageMagick,4b1b9c0522628887195bad3a6723f7000b0c9a58
CVE-2016-7524,ImageMagick/ImageMagick,f8c318d462270b03e77f082e2a3a32867cacd3c6
CVE-2016-7527,ImageMagick/ImageMagick,b3dd69b23e9338806891c708a0cc8a82c0d1872a
CVE-2016-7528,ImageMagick/ImageMagick,7be16a280014f895a951db4948df316a23dabc09
CVE-2016-7529,ImageMagick/ImageMagick,a2e1064f288a353bc5fef7f79ccb7683759e775c
CVE-2016-7530,ImageMagick/ImageMagick,c4e63ad30bc42da691f2b5f82a24516dd6b4dc70
CVE-2016-7532,ImageMagick/ImageMagick,4f2c04ea6673863b87ac7f186cbb0d911f74085c
CVE-2016-7536,ImageMagick/ImageMagick,02dadf116124cfba35d7ebd9ced3e5ad0be0f176
CVE-2016-7538,ImageMagick/ImageMagick,82e2049862a8b8a999e160734ad64fb6cc3b145f
CVE-2016-7799,ImageMagick/ImageMagick,a7bb158b7bedd1449a34432feb3a67c8f1873bfa
CVE-2016-9298,ImageMagick/ImageMagick,3cbfb163cff9e5b8cdeace8312e9bfee810ed02b
CVE-2016-9559,ImageMagick/ImageMagick,b61d35eaccc0a7ddeff8a1c3abfcd0a43ccf210b
CVE-2017-11522,ImageMagick/ImageMagick,816ecab6c532ae086ff4186b3eaf4aa7092d536f
CVE-2017-12427,ImageMagick/ImageMagick,e793eb203e5e0f91f5037aed6585e81b1e27395b
CVE-2017-12662,ImageMagick/ImageMagick,bd40cc5f53067322861b881485cbd70f509f3829
CVE-2017-12663,ImageMagick/ImageMagick,1dc0ac5016f1c4d50b100a086526d6a2453a5444
CVE-2017-12665,ImageMagick/ImageMagick,c1b09bbec148f6ae11d0b686fdb89ac6dc0ab14e
CVE-2017-12666,ImageMagick/ImageMagick,d5559407ce29f4371e5df9c1cbde65455fe5854c
CVE-2017-12667,ImageMagick/ImageMagick,bfb7915d4b2e11acb6a819e451c382dc645277db
CVE-2017-12668,ImageMagick/ImageMagick,2ba8f335fa06daf1165e0878462686028e633a74
CVE-2017-12877,ImageMagick/ImageMagick,04178de2247e353fc095846784b9a10fefdbf890
CVE-2017-13143,ImageMagick/ImageMagick,51b0ae01709adc1e4a9245e158ef17b85a110960
CVE-2017-13145,ImageMagick/ImageMagick,f13c6b54a879aaa771ec64b5a066b939e8f8e7f0
CVE-2017-13146,ImageMagick/ImageMagick,79e5dbcdd1fc2f714f9bae548bc55d5073f3ed20
CVE-2017-14174,ImageMagick/ImageMagick,04a567494786d5bb50894fc8bb8fea0cf496bea8
CVE-2017-15032,ImageMagick/ImageMagick,241988ca28139ad970c1d9717c419f41e360ddb0
CVE-2017-15277,ImageMagick/ImageMagick,9fd10cf630832b36a588c1545d8736539b2f1fb5
CVE-2017-16546,ImageMagick/ImageMagick,2130bf6f89ded32ef0c88a11694f107c52566c53
CVE-2017-5509,ImageMagick/ImageMagick,d4ec73f866a7c42a2e7f301fcd696e5cb7a7d3ab
CVE-2017-5510,ImageMagick/ImageMagick,91cc3f36f2ccbd485a0456bab9aebe63b635da88
CVE-2017-9098,ImageMagick/ImageMagick,1c358ffe0049f768dd49a8a889c1cbf99ac9849b
CVE-2017-9141,ImageMagick/ImageMagick,0c5b1e430a83ef793a7334bbbee408cf3c628699
CVE-2017-9143,ImageMagick/ImageMagick,3b0fe05cddd8910f84e51b4d50099702ea45ba4a
CVE-2017-9499,ImageMagick/ImageMagick,7fd419441bc7103398e313558171d342c6315f44
CVE-2018-16323,ImageMagick/ImageMagick,216d117f05bff87b9dc4db55a1b1fadb38bcb786
CVE-2018-16641,ImageMagick/ImageMagick,256825d4eb33dc301496710d15cf5a7ae924088b
CVE-2018-16644,ImageMagick/ImageMagick,16916c8979c32765c542e216b31cee2671b7afe7
CVE-2018-20467,ImageMagick/ImageMagick,db0add932fb850d762b02604ca3053b7d7ab6deb
CVE-2019-10131,ImageMagick/ImageMagick,cb1214c124e1bd61f7dd551b94a794864861592e
CVE-2019-10714,ImageMagick/ImageMagick,07eebcd72f45c8fd7563d3f9ec5d2bed48f65f36
CVE-2019-13136,ImageMagick/ImageMagick,fe5f4b85e6b1b54d3b4588a77133c06ade46d891
CVE-2019-13298,ImageMagick/ImageMagick,d4fc44b58a14f76b1ac997517d742ee12c9dc5d3
CVE-2019-17541,ImageMagick/ImageMagick,39f226a9c137f547e12afde972eeba7551124493
CVE-2019-17547,ImageMagick/ImageMagick,ecf7c6b288e11e7e7f75387c5e9e93e423b98397
CVE-2019-7175,ImageMagick/ImageMagick,1e6a3ace073c9ec9c71e439c111d23c6e66cb6ae
CVE-2019-7395,ImageMagick/ImageMagick,8a43abefb38c5e29138e1c9c515b313363541c06
CVE-2019-7396,ImageMagick/ImageMagick,748a03651e5b138bcaf160d15133de2f4b1b89ce
CVE-2019-7397,ImageMagick/ImageMagick,306c1f0fa5754ca78efd16ab752f0e981d4f6b82
CVE-2020-19667,ImageMagick/ImageMagick,5462fd4725018567764c8f66bed98b7ee3e23006
CVE-2020-25663,ImageMagick/ImageMagick,a47e7a994766b92b10d4a87df8c1c890c8b170f3
CVE-2020-25665,ImageMagick/ImageMagick,cfd829bd3581b092e0a267b3deba46fa90b9bc88
CVE-2020-25674,ImageMagick/ImageMagick,67b871032183a29d3ca0553db6ce1ae80fddb9aa
CVE-2020-27751,ImageMagick/ImageMagick,f60d59cc3a7e3402d403361e0985ffa56f746a82
CVE-2020-27752,ImageMagick/ImageMagick,a9d563d3d73874312080d30dc4ba07cecad56192
CVE-2020-27755,ImageMagick/ImageMagick,f28e9e56e1b56d4e1f09d2a56d70892ae295d6a4
CVE-2020-27757,ImageMagick/ImageMagick,e88532bd4418e95b70cbc415fe911d22ab27a5fd
CVE-2020-27760,ImageMagick/ImageMagick,c5fcdea6a6ae27cf3db20c28b176e87b1a584e06
CVE-2020-27761,ImageMagick/ImageMagick,db5e12e24f1378ce8c93a5c35991dcdd23a67bb0
CVE-2020-27762,ImageMagick/ImageMagick,7db3fa20893d557259da6e99e111954de83d2495
CVE-2020-27763,ImageMagick/ImageMagick,43539e67a47d2f8de832d33a5b26dc2a7a12294f
CVE-2020-27765,ImageMagick/ImageMagick,a4c89f2a61069ad7637bc7749cc1a839de442526
CVE-2020-27766,ImageMagick/ImageMagick,29cee9152d1b5487cfd19443ca48935eea0cabe2
CVE-2020-27767,ImageMagick/ImageMagick,564f2a35e523e2b6cce9485018157f03ec05a947
CVE-2020-27769,ImageMagick/ImageMagick,7b058696133c6d36e0b48a454e357482db71982e
CVE-2020-27774,ImageMagick/ImageMagick,29cee9152d1b5487cfd19443ca48935eea0cabe2
CVE-2020-27775,ImageMagick/ImageMagick,a2166bfb1049bac4c0f7b8b5d3ef86a1f48470b2
CVE-2020-27776,ImageMagick/ImageMagick,0c92913ec5705300943703f1795f34c0cc25164e
CVE-2021-20241,ImageMagick/ImageMagick,dd33b451c3e01098efad34bbaca2df78d5391dc8
CVE-2021-20243,ImageMagick/ImageMagick,9751bd619872c8e58609fbed56c4827afa083b40
CVE-2021-20244,ImageMagick/ImageMagick,329dd528ab79531d884c0ba131e97d43f872ab5d
CVE-2021-20311,ImageMagick/ImageMagick,70aa86f5d5d8aa605a918ed51f7574f433a18482
CVE-2021-20312,ImageMagick/ImageMagick,70aa86f5d5d8aa605a918ed51f7574f433a18482
CVE-2021-20313,ImageMagick/ImageMagick,70aa86f5d5d8aa605a918ed51f7574f433a18482
CVE-2021-3574,ImageMagick/ImageMagick,c6ad94fbb7b280f39c2fbbdc1c140e51b1b466e9
CVE-2021-3610,ImageMagick/ImageMagick,930ff0d1a9bc42925a7856e9ea53f5fc9f318bf3
CVE-2021-39212,ImageMagick/ImageMagick,01faddbe2711a4156180c4a92837e2f23683cc68
CVE-2021-4219,ImageMagick/ImageMagick,d7f1b2b9b816baaa956381ff80c3b120e83faa95
CVE-2022-1114,ImageMagick/ImageMagick,8043433ba9ce0c550e09f2b3b6a3f5f62d802e6d
CVE-2022-32545,ImageMagick/ImageMagick,9c9a84cec4ab28ee0b57c2b9266d6fbe68183512
CVE-2023-1906,ImageMagick/ImageMagick,d7a8bdd7bb33cf8e58bc01b4a4f2ea5466f8c6b3
CVE-2023-34474,ImageMagick/ImageMagick,1061db7f80fdc9ef572ac60b55f408f7bab6e1b0
CVE-2023-34475,ImageMagick/ImageMagick,1061db7f80fdc9ef572ac60b55f408f7bab6e1b0
CVE-2023-3745,ImageMagick/ImageMagick,651672f19c75161a6159d9b6838fd3095b6c5304
CVE-2023-5341,ImageMagick/ImageMagick,aa673b2e4defc7cad5bec16c4fc8324f71e531f1
CVE-2019-11472,ImageMagick/ImageMagick6,f663dfb8431c97d95682a2b533cca1c8233d21b4
CVE-2019-13295,ImageMagick/ImageMagick6,55e6dc49f1a381d9d511ee2f888fdc3e3c3e3953
CVE-2019-13297,ImageMagick/ImageMagick6,35c7032723d85eee7318ff6c82f031fa2666b773
CVE-2019-13300,ImageMagick/ImageMagick6,5e409ae7a389cdf2ed17469303be3f3f21cec450
CVE-2019-13307,ImageMagick/ImageMagick6,91e58d967a92250439ede038ccfb0913a81e59fe
CVE-2019-14980,ImageMagick/ImageMagick6,614a257295bdcdeda347086761062ac7658b6830
CVE-2019-14981,ImageMagick/ImageMagick6,b522d2d857d2f75b659936b59b0da9df1682c256
CVE-2019-15141,ImageMagick/ImageMagick6,3c53413eb544cc567309b4c86485eae43e956112
CVE-2020-27764,ImageMagick/ImageMagick6,3e21bc8a58b4ae38d24c7e283837cc279f35b6a5
CVE-2023-39978,ImageMagick/ImageMagick6,c90e79b3b22fec309cab55af2ee606f71b027b12
CVE-2019-20911,LibreDWG/libredwg,c6f6668b82bfe595899cc820279ac37bb9ef16f5
CVE-2019-20915,LibreDWG/libredwg,95cc9300430d35feb05b06a9badf678419463dbe
CVE-2023-26157,LibreDWG/libredwg,c8cf03ce4c2315b146caf582ea061c0460193bcc
CVE-2023-36271,LibreDWG/libredwg,c1ed1d91e28a6ddc7a9b5479d4795d58fb6be0ca
CVE-2023-36274,LibreDWG/libredwg,8651fa27dd2de731e706e2ba09f0d28e4e0dce33
OSV-2021-543,LibreDWG/libredwg,5b27162afa44042bd43dec3fed8a1177c2c43ebb
OSV-2021-620,LibreDWG/libredwg,bb967665384d2f2539f81d773d0c8099e6e30aa3
OSV-2022-1251,LibreDWG/libredwg,119ef50a0b1ef395defa5ee453acd5d3c158c638
OSV-2022-654,LibreDWG/libredwg,4bac1e750f4604b9eb375073eaa5355cfa6ee745
OSV-2022-664,LibreDWG/libredwg,8bdb594582853d33f6ca41a0decd7f2f40619657
OSV-2023-1063,LibreDWG/libredwg,9801c8580ecabfd5770f927e5d71b0d1d184a55c
OSV-2023-1122,LibreDWG/libredwg,4e4547b96add1ddb4ef7036a9ddbde9806371104
OSV-2023-1149,LibreDWG/libredwg,774894c13e511318215a888eb483d76282a18ed1
OSV-2023-1186,LibreDWG/libredwg,6f43e71f4cbddf96d47648f36161a9815389b50a
OSV-2023-135,LibreDWG/libredwg,9a6bd55c9d0722cb101fe85a3b22d89e4ff4fe52
OSV-2023-412,LibreDWG/libredwg,9b7e822916a0ccd6fa961e5364f99112bed964c6
OSV-2023-42,LibreDWG/libredwg,02fd447dbbcc68d6e3cf819ccc0f8fb6c9bb07aa
OSV-2023-440,LibreDWG/libredwg,b031cfed70f6a9578326cc6b4a07d173eeb1d30d
OSV-2023-452,LibreDWG/libredwg,8027830aac4625a96b70b645fbbb4ccb625f781e
OSV-2023-455,LibreDWG/libredwg,aa1efabfa067d0ca63ce7a950ca4420755edadf2
OSV-2023-46,LibreDWG/libredwg,80f3c7884477e84d70f31a61fa8059992040ae9a
OSV-2023-717,LibreDWG/libredwg,97cc629fbea0d8d81b33ce382214578f3379de09
OSV-2023-748,LibreDWG/libredwg,b01634c896c29bb3a778daeef9e13ef115995610
OSV-2023-758,LibreDWG/libredwg,3a37ad736c87393c9f88396f03f0ba69a54fcf9b
OSV-2023-850,LibreDWG/libredwg,b0287a6d29e0c09eaffe29121bbc34c471feb87a
OSV-2023-894,LibreDWG/libredwg,37bbf357cec24cd90df2ba3b5c105baa66c6b9ea
OSV-2023-965,LibreDWG/libredwg,462607e556faf37a5cd2f75e4c1136e9836ae386
OSV-2024-123,LibreDWG/libredwg,e3e4d8701fa8380ad82fa37a27720027d26ec5dc
OSV-2024-384,LibreDWG/libredwg,56d392a7e5ae5f522004ff92396dabd468f8d810
CVE-2020-11984,apache/httpd,fb08e475bf322f081665fa6f9d9e346136df9337
CVE-2020-11985,apache/httpd,d0c4af10ab713734de906b5634cfc15cd370fdf4
CVE-2020-1927,apache/httpd,81313af01a49df05b4f7d3996ffc2b052d1638bc
CVE-2020-35452,apache/httpd,3b6431eb9c9dba603385f70a2131ab4a01bf0d3b
CVE-2021-26691,apache/httpd,7e09dd714fc62c08c5b0319ed7b9702594faf49b
CVE-2021-31618,apache/httpd,a4fba223668c554e06bc78d6e3a88f33d4238ae4
CVE-2021-34798,apache/httpd,fa7b2a5250e54363b3a6c8ac3aaa7de4e8da9b2e
CVE-2021-36160,apache/httpd,b364cad72b48dd40fbc2850e525b845406520f0b
CVE-2021-40438,apache/httpd,6e768a811c59ca6a0769b72681aaef381823339f
CVE-2021-44224,apache/httpd,15a5cde91626a68425f7f5e215f5a816dbb956f7
CVE-2022-22719,apache/httpd,3e561918fbd2a3e0b1dbc10e392d7c114d3fd64f
CVE-2022-22720,apache/httpd,0cb63842869cc2d9c02aba63c2122c685ac88d76
CVE-2022-22721,apache/httpd,6418c66ab6bfa7aeebeca09b17cf69eeead3bfa1
CVE-2022-28330,apache/httpd,258698607821acfda8f90d9d17e44d18c30f8d77
CVE-2022-28614,apache/httpd,ea2c3409f6ad08961760f70a201c4118e409d7cc
CVE-2022-28615,apache/httpd,929c7156cefdd2f74f83dcab2b15b2d09e80ec82
CVE-2022-30556,apache/httpd,3a561759fcb37af179585adb8478922dc9bc6a85
CVE-2022-31813,apache/httpd,956f708b094698ac9ad570d640d4f30eb0df7305
CVE-2020-8169,curl/curl,600a8cded447cd7118ed50142c576567c0cf5158
CVE-2020-8177,curl/curl,8236aba58542c5f89f1d41ca09d84579efb05e22
CVE-2020-8231,curl/curl,3c9e021f86872baae412a427e807fbfa2f3e8a22
CVE-2020-8284,curl/curl,ec9cc725d598ac77de7b6df8afeec292b3c8ad46
CVE-2020-8285,curl/curl,69a358f2186e04cf44698b5100332cbf1ee7f01d
CVE-2021-22876,curl/curl,7214288898f5625a6cc196e22a74232eada7861c
CVE-2021-22898,curl/curl,39ce47f219b09c380b81f89fe54ac586c8db6bde
CVE-2021-22922,curl/curl,265b14d6b37c4298bd5556fabcbc37d36f911693
CVE-2021-22923,curl/curl,265b14d6b37c4298bd5556fabcbc37d36f911693
CVE-2021-22924,curl/curl,5ea3145850ebff1dc2b13d17440300a01ca38161
CVE-2021-22925,curl/curl,894f6ec730597eb243618d33cc84d71add8d6a8a
CVE-2021-22947,curl/curl,8ef147c43646e91fdaad5d0e7b60351f842e5c68
CVE-2022-22576,curl/curl,852aa5ad351ea53e5f01d2f44b5b4370c2bf5425
CVE-2022-27774,curl/curl,139a54ed0a172adaaf1a78d6f4fff50b2c3f9e08
CVE-2022-27776,curl/curl,6e659993952aa5f90f48864be84a1bbb047fc258
CVE-2022-27778,curl/curl,8c7ee9083d0d719d0a77ab20d9cc2ae84eeea7f3
CVE-2022-27780,curl/curl,914aaab9153764ef8fa4178215b8ad89d3ac263a
CVE-2022-27782,curl/curl,1645e9b44505abd5cbaf65da5282c3f33b5924a5
CVE-2022-30115,curl/curl,fae6fea209a2d4db1582f608bd8cc8000721733a
CVE-2022-32205,curl/curl,48d7064a49148f03942380967da739dcde1cdc24
CVE-2022-32207,curl/curl,20f9dd6bae50b7223171b17ba7798946e74f877f
CVE-2022-32208,curl/curl,6ecdf5136b52af747e7bda08db9a748256b1cd09
CVE-2022-35260,curl/curl,c97ec984fb2bc919a3aa863e0476dffa377b184c
CVE-2022-42915,curl/curl,55e1875729f9d9fc7315cec611bffbd2c817ad89
CVE-2022-42916,curl/curl,53bcf55b4538067e6dc36242168866becb987bb7
CVE-2022-43551,curl/curl,9e71901634e276dd050481c4320f046bebb1bc28
CVE-2022-43552,curl/curl,4f20188ac644afe174be6005ef4f6ffba232b8b2
CVE-2023-23915,curl/curl,076a2f629119222aeeb50f5a03bf9f9052fabb9a
