vul_id,repo,fixed_commit_sha
CVE-2021-22901,curl/curl,7f4a9a9b2a49547eae24d2e19bc5c346e9026479
CVE-2021-22946,curl/curl,364f174724ef115c63d5e5dc1d3342c8a43b1cca
CVE-2024-7264,curl/curl,27959ecce75cdb2809c0bdb3286e60e08fadb519
CVE-2024-9681,curl/curl,a94973805df96269bf3f3bf0a20ccb9887313316
CVE-2015-6251,gnutls/gnutls,272854367efc130fbd4f1a51840d80c630214e12
CVE-2020-23931,gpac/gpac,093283e727f396130651280609e687cd4778e0d1
CVE-2021-32439,gpac/gpac,77ed81c069e10b3861d88f72e1c6be1277ee7eae
CVE-2021-33361,gpac/gpac,a51f951b878c2b73c1d8e2f1518c7cdc5fb82c3f
CVE-2021-40576,gpac/gpac,ad18ece95fa064efc0995c4ab2c985f77fb166ec
CVE-2022-4202,gpac/gpac,b3d821c4ae9ba62b3a194d9dcb5e99f17bd56908
CVE-2024-6064,gpac/gpac,c1b9c794bad8f262c56f3cf690567980d96662f5
OSV-2024-1244,kamailio/kamailio,18dad74a091e693a0bf939dddf144348409e6402
CVE-2017-9949,radareorg/radare2,796dd28aaa6b9fa76d99c42c4d5ff8b257cc2191
CVE-2020-27794,radareorg/radare2,cb8b683758edddae2d2f62e8e63a738c39f92683
CVE-2022-0676,radareorg/radare2,c84b7232626badd075caf3ae29661b609164bac6
CVE-2022-1061,radareorg/radare2,d4ce40b516ffd70cf2e9e36832d8de139117d522
CVE-2022-1207,radareorg/radare2,605785b65dd356d46d4487faa41dbf90943b8bc1
CVE-2022-1238,radareorg/radare2,c40a4f9862104ede15d0ba05ccbf805923070778
CVE-2022-1714,radareorg/radare2,3ecdbf8e21186a9c5a4d3cfa3b1e9fd27045340e
CVE-2023-4322,radareorg/radare2,ba919adb74ac368bf76b150a00347ded78b572dd
OSV-2020-881,radareorg/radare2,3b04d3ef4093dafeff72e22589a3598ca0202ac9
OSV-2023-399,radareorg/radare2,60dd0cd9fdbc43602ca872245f27358d01fec243
CVE-2020-0430,torvalds/linux,58990d1ff3f7896ee341030e9a7c2e4002570683
CVE-2020-10773,torvalds/linux,b8e51a6a9db94bc1fb18ae831b3dab106b5a4b5f
CVE-2020-12351,torvalds/linux,f19425641cb2572a33cb074d5e30283720bd4d22
CVE-2020-12352,torvalds/linux,eddb7732119d53400f48a02536a84c509692faa8
CVE-2020-14356,torvalds/linux,ad0f75e5f57ccbceec13274e1e242f2b5a6397ed
CVE-2021-0937,torvalds/linux,b29c457a6511435960115c0f548c4360d5f4801d
CVE-2021-3736,torvalds/linux,de5494af4815a4c9328536c72741229b7de88e7f
CVE-2021-46930,torvalds/linux,8c313e3bfd9adae8d5c4ba1cc696dcbc86fbf9bf
CVE-2021-46992,torvalds/linux,a54754ec9891830ba548e2010c889e3c8146e449
CVE-2021-47020,torvalds/linux,48f17f96a81763c7c8bf5500460a359b9939359f
CVE-2021-47021,torvalds/linux,e9d32af478cfc3744a45245c0b126738af4b3ac4
CVE-2021-47022,torvalds/linux,8ab31da7b89f71c4c2defcca989fab7b42f87d71
CVE-2021-47081,torvalds/linux,115726c5d312b462c9d9931ea42becdfa838a076
CVE-2021-47093,torvalds/linux,26a8b09437804fabfb1db080d676b96c0de68e7c
CVE-2021-47180,torvalds/linux,e0652f8bb44d6294eeeac06d703185357f25d50b
CVE-2022-1204,torvalds/linux,9fd75b66b8f68498454d685dc4ba13192ae069b0
CVE-2022-1263,torvalds/linux,5593473a1e6c743764b08e3b6071cb43b5cfa6c4
CVE-2023-0386,torvalds/linux,4f11ada10d0ad3fd53e2bd67806351de63a4f9c3
CVE-2023-2002,torvalds/linux,25c150ac103a4ebeed0319994c742a90634ddf18
CVE-2023-28327,torvalds/linux,b3abe42e94900bdd045c472f9c9be620ba5ce553
CVE-2023-35788,torvalds/linux,4d56304e5827c8cc8cc18c75343d283af7c4825c
CVE-2023-52606,torvalds/linux,8f9abaa6d7de0a70fc68acaedce290c1f96e2e59
CVE-2024-0562,torvalds/linux,f87904c075515f3e1d8f4a7115869d3b914674fd
CVE-2024-22099,torvalds/linux,2535b848fa0f42ddff3e5255cf5e742c9b77bb26
CVE-2024-26689,torvalds/linux,cda4672da1c26835dcbd7aec2bfed954eda9b5ef
CVE-2024-26711,torvalds/linux,a22b0a2be69a36511cb5b37d948b651ddf7debf3
CVE-2024-26729,torvalds/linux,d2b48f340d9e4a8fbeb1cdc84cd8da6ad143a907
CVE-2024-26731,torvalds/linux,4cd12c6065dfcdeba10f49949bffcf383b3952d8
CVE-2024-26754,torvalds/linux,136cfaca22567a03bbb3bf53a43d8cb5748b80ec
CVE-2024-26782,torvalds/linux,10048689def7e40a4405acda16fdc6477d4ecc5c
CVE-2024-26803,torvalds/linux,fe9f801355f0b47668419f30f1fac1cf4539e736
CVE-2024-26806,torvalds/linux,959043afe53ae80633e810416cee6076da6e91c6
CVE-2016-3183,uclouvain/openjpeg,15f081c89650dccee4aa4ae66f614c3fdb268767
CVE-2017-14040,uclouvain/openjpeg,2cd30c2b06ce332dede81cccad8b334cde997281
CVE-2022-1122,uclouvain/openjpeg,0afbdcf3e6d0d2bd2e16a0c4d513ee3cf86e460d
CVE-2020-26418,wireshark/wireshark,f4374967bbf9c12746b8ec3cd54dddada9dd353e
CVE-2020-26575,wireshark/wireshark,3ff940652962c099b73ae3233322b8697b0d10ab
CVE-2020-7045,wireshark/wireshark,01f261de41f4dd3233ef578e5c0ffb9c25c7d14d
CVE-2021-39920,wireshark/wireshark,72ad7d9cdd4384857eec31d7ae295a330aa2d0ff
CVE-2021-39923,wireshark/wireshark,9104a3744e63b54b2cff3152aedeea340976355b
CVE-2021-39928,wireshark/wireshark,0b473c01ab38e3b7debeeb4df82423fe53d0ff54
CVE-2021-4184,wireshark/wireshark,ebcba787a0c27183db63fc8a1fae798f2d09633a
CVE-2022-0581,wireshark/wireshark,9cd66b270c4b182d806d879850d510b5ee67ba37
CVE-2024-24476,wireshark/wireshark,108217f4bb1afb8b25fc705c2722b3e328b1ad78
