vul_id,repo,fixed_commit_sha
CVE-2015-2304,libarchive/libarchive,59357157706d47c365b2227739e17daba3607526
CVE-2018-1000877,libarchive/libarchive,021efa522ad729ff0f5806c4ce53e4a6cc1daa31
CVE-2019-1000019,libarchive/libarchive,65a23f5dbee4497064e9bb467f81138a62b0dae1
CVE-2017-15385,radareorg/radare2,21a6f570ba33fa9f52f1bba87f07acc4e8c178f4
CVE-2017-16359,radareorg/radare2,62e39f34b2705131a2d08aff0c2e542c6a52cf0e
CVE-2017-9761,radareorg/radare2,00e8f205475332d7842d0f0d1481eeab4e83017c
CVE-2018-11376,radareorg/radare2,1f37c04f2a762500222dda2459e6a04646feeedf
CVE-2018-20461,radareorg/radare2,a1bc65c3db593530775823d6d7506a457ed95267
CVE-2019-16718,radareorg/radare2,5411543a310a470b1257fb93273cdd6e8dfcb3af
CVE-2022-0518,radareorg/radare2,9650e3c352f675687bf6c6f65ff2c4a3d0e288fa
CVE-2022-0519,radareorg/radare2,6c4428f018d385fc80a33ecddcb37becea685dd5
CVE-2022-1237,radareorg/radare2,2d782cdaa2112c10b8dd5e7a93c134b2ada9c1a6
CVE-2022-1437,radareorg/radare2,669a404b6d98d5db409a5ebadae4e94b34ef5136
CVE-2022-1451,radareorg/radare2,0927ed3ae99444e7b47b84e43118deb10fe37529
CVE-2023-0302,radareorg/radare2,961f0e723903011d4f54c2396e44efa91fcc74ce
OSV-2020-625,radareorg/radare2,d271da09ab6cf4817cfabede153e6bd547118cdd
OSV-2021-1786,radareorg/radare2,500686304a355ef007875d841c848275487f7626
OSV-2023-1247,radareorg/radare2,bb40f2ac075e5605970f159f5438dc001a92f9f3
CVE-2015-1465,torvalds/linux,df4d92549f23e1c037e83323aff58a21b3de7fe0
CVE-2015-1593,torvalds/linux,4e7c22d447bb6d7e37bfe39ff658486ae78e8d77
CVE-2015-2922,torvalds/linux,6fd99094de2b83d1d4c8457f2c83483b2828e75a
CVE-2015-2925,torvalds/linux,cde93be45a8a90d8c264c776fab63487b5038a65
CVE-2015-4700,torvalds/linux,3f7352bf21f8fd7ba3e2fcef9488756f188e12be
CVE-2015-5283,torvalds/linux,8e2d61e0aed2b7c4ecb35844fe07e0b2b762dee4
CVE-2015-5364,torvalds/linux,beb39db59d14990e401e235faf66a6b9b31240b0
CVE-2015-6937,torvalds/linux,74e98eb085889b0d2d4908f59f6e00026063014f
CVE-2015-7885,torvalds/linux,4b6184336ebb5c8dc1eae7f7ab46ee608a748b05
CVE-2015-7990,torvalds/linux,8c7188b23474cca017b3ef354c4a58456f68303a
CVE-2015-8104,torvalds/linux,cbdb967af3d54993f5814f1cee0ed311a055377d
CVE-2015-8374,torvalds/linux,0305cd5f7fca85dae392b9ba85b116896eb7c1c7
CVE-2015-8785,torvalds/linux,3ca8138f014a913f98e6ef40e939868e1e9ea876
CVE-2015-8816,torvalds/linux,e50293ef9775c5f1cf3fcc093037dd6a8c5684ea
CVE-2015-8844,torvalds/linux,d2b9d2a5ad5ef04ff978c9923d19730cb05efd55
CVE-2015-8944,torvalds/linux,51d7b120418e99d6b3bf8df9eb3cc31e8171dee4
CVE-2015-8953,torvalds/linux,ab79efab0a0ba01a74df782eb7fa44b044dae8b5
CVE-2015-8955,torvalds/linux,8fff105e13041e49b82f92eef034f363a6b1c071
CVE-2015-8956,torvalds/linux,951b6a0717db97ce420547222647bcc40bf1eacd
CVE-2015-8970,torvalds/linux,dd504589577d8e8e70f51f997ad487a4cb6c026f
CVE-2016-10088,torvalds/linux,128394eff343fc6d2f32172f03e24829539c5835
CVE-2020-0433,torvalds/linux,f5bbbbe4d63577026f908a809f22f5fd5a90ea1f
CVE-2020-10690,torvalds/linux,a33121e5487b424339636b25c35d3a180eaa5f5e
CVE-2020-11884,torvalds/linux,316ec154810960052d4586b634156c54d0778f74
CVE-2020-12362,torvalds/linux,c784e5249e773689e38d2bc1749f08b986621a26
CVE-2020-12769,torvalds/linux,19b61392c5a852b4e8a0bf35aecb969983c5932d
CVE-2020-12888,torvalds/linux,abafbc551fddede3e0a08dee1dcde08fc0eb8476
CVE-2020-14385,torvalds/linux,f4020438fab05364018c91f7e02ebdd192085933
CVE-2020-16166,torvalds/linux,f227e3ec3b5cad859ad15666874405e8c1bbc1d4
CVE-2020-25645,torvalds/linux,34beb21594519ce64a55a498c2fe7d567bc1ca20
CVE-2020-25669,torvalds/linux,77e70d351db7de07a46ac49b87a6c3c7a60fca7e
CVE-2020-25671,torvalds/linux,8a4cd82d62b5ec7e5482333a72b58a4eea4979f0
CVE-2020-26088,torvalds/linux,26896f01467a28651f7a536143fe5ac8449d4041
CVE-2020-26141,torvalds/linux,0dc267b13f3a7e8424a898815dd357211b737330
CVE-2020-26541,torvalds/linux,56c5812623f95313f6a46fbf0beee7fa17c68bbf
CVE-2020-27171,torvalds/linux,10d2bb2e6b1d8c4576c56a748f697dbeb8388899
CVE-2020-27784,torvalds/linux,e8d5f92b8d30bb4ade76494490c3c065e12411b1
CVE-2020-27820,torvalds/linux,aff2299e0d81b26304ccc6a1ec0170e437f38efc
CVE-2020-28915,torvalds/linux,5af08640795b2b9a940c9266c0260455377ae262
CVE-2020-29368,torvalds/linux,c444eb564fb16645c172d550359cb3d75fe8a040
CVE-2020-29374,torvalds/linux,17839856fd588f4ab6b789f482ed3ffd7c403e1f
CVE-2020-29568,torvalds/linux,fed1755b118147721f2c87b37b9d66e62c39b668
CVE-2020-36158,torvalds/linux,5c455c5ab332773464d02ba17015acdca198f03d
CVE-2020-36387,torvalds/linux,6d816e088c359866f9867057e04f244c608c42fe
CVE-2020-36557,torvalds/linux,ca4463bf8438b403596edd0ec961ca0d4fbe0220
CVE-2020-36780,torvalds/linux,3a4f326463117cee3adcb72999ca34a9aaafda93
CVE-2020-36781,torvalds/linux,47ff617217ca6a13194fcb35c6c3a0c57c080693
CVE-2020-36787,torvalds/linux,3536169f8531c2c5b153921dc7d1ac9fd570cda7
CVE-2020-4788,torvalds/linux,f79643787e0a0762d2409b7b8334e83f22d85695
CVE-2020-8694,torvalds/linux,949dd0104c496fa7c14991a23c03c62e44637e71
CVE-2020-8992,torvalds/linux,af133ade9a40794a37104ecbcc2827c0ea373a3c
CVE-2021-0447,torvalds/linux,ee40fb2e1eb5bc0ddd3f2f83c6e39a454ef5a741
CVE-2021-23133,torvalds/linux,b166a20b07382b8bc1dcee2a448715c9c2c81b5b
CVE-2021-26708,torvalds/linux,c518adafa39f37858697ac9309c6cf1805581446
CVE-2021-28039,torvalds/linux,882213990d32fd224340a4533f6318dd152be4b2
CVE-2021-28711,torvalds/linux,0fd08a34e8e3b67ec9bd8287ac0facf8374b844a
CVE-2021-28950,torvalds/linux,775c5033a0d164622d9d10dd0f0a5531639ed3ed
CVE-2021-29154,torvalds/linux,e4d4d456436bfb2fe412ee2cd489f7658449b098
CVE-2021-32399,torvalds/linux,e2cb6b891ad2b8caa9131e3be70f45243df82a80
CVE-2021-33033,torvalds/linux,ad5d07f4a9cd671233ae20983848874731102c08
CVE-2021-3347,torvalds/linux,12bb3f7f1b03d5913b3f9d4236a488aa7774dfe9
CVE-2021-3411,torvalds/linux,0d07c0ec4381f630c801539c79ad8dcc627f6e4a
CVE-2021-3640,torvalds/linux,99c23da0eed4fd20cae8243f2b51e10e66aa0951
CVE-2021-3752,torvalds/linux,1bff51ea59a9afb67d2dd78518ab0582a54a472c
CVE-2021-3759,torvalds/linux,18319498fdd4cdf8c1c2c48cd432863b1f915d6f
CVE-2021-38160,torvalds/linux,d00d8da5869a2608e97cfede094dfc5e11462a46
CVE-2021-38206,torvalds/linux,bddc0c411a45d3718ac535a070f349be8eca8d48
CVE-2021-38207,torvalds/linux,c364df2489b8ef2f5e3159b1dff1ff1fdb16040d
CVE-2021-38300,torvalds/linux,37cb28ec7d3a36a5bace7063a3dba633ab110f8b
CVE-2021-3923,torvalds/linux,b35a0f4dd544eaa6162b6d2f13a2557a121ae5fd
CVE-2021-39633,torvalds/linux,1d011c4803c72f3907eccfc1ec63caefb852fcbf
CVE-2021-39685,torvalds/linux,153a2d7e3350cc89d406ba2d35be8793a64c2038
CVE-2021-39686,torvalds/linux,29bc22ac5e5bc63275e850f0c8fc549e3d0e306b
CVE-2021-44733,torvalds/linux,dfd0743f1d9ea76931510ed150334d571fbab49d
CVE-2021-46904,torvalds/linux,8a12f8836145ffe37e9c8733dce18c22fb668b66
CVE-2021-46909,torvalds/linux,30e3b4f256b4e366a61658c294f6a21b8626dda7
CVE-2021-46914,torvalds/linux,debb9df311582c83fe369baa35fa4b92e8a9c58a
CVE-2021-46916,torvalds/linux,31166efb1cee348eb6314e9c0095d84cbeb66b9d
CVE-2021-46917,torvalds/linux,ea9aadc06a9f10ad20a90edc0a484f1147d88a7a
CVE-2021-46918,torvalds/linux,6df0e6c57dfc064af330071f372f11aa8c584997
CVE-2021-46919,torvalds/linux,0fff71c5a311e1264988179f7dcc217fda15fadd
CVE-2021-46945,torvalds/linux,ac2f7ca51b0929461ea49918f27c11b680f28995
CVE-2021-46952,torvalds/linux,c09f11ef35955785f92369e25819bf0629df2e59
CVE-2021-46957,torvalds/linux,b1ebaa0e1318494a7637099a26add50509e37964
CVE-2021-46976,torvalds/linux,402be8a101190969fc7ff122d07e262df86e132b
CVE-2021-46977,torvalds/linux,5104d7ffcf24749939bea7fdb5378d186473f890
CVE-2021-46984,torvalds/linux,efed9a3337e341bd0989161b97453b52567bc59d
CVE-2021-46997,torvalds/linux,4d6a38da8e79e94cbd1344aa90876f0f805db705
CVE-2021-46999,torvalds/linux,35b4f24415c854cd718ccdf38dbea6297f010aae
CVE-2021-47019,torvalds/linux,fe3fccde8870764ba3e60610774bd7bc9f8faeff
CVE-2021-47027,torvalds/linux,e230f0c44f011f3270680a506b19b7e84c5e8923
CVE-2021-47034,torvalds/linux,b8b2f37cf632434456182e9002d63cbc4cccc50c
CVE-2021-47037,torvalds/linux,96fadf7e8ff49fdb74754801228942b67c3eeebd
CVE-2021-47038,torvalds/linux,17486960d79b900c45e0bb8fbcac0262848582ba
CVE-2021-47047,torvalds/linux,126bdb606fd2802454e6048caef1be3e25dd121e
CVE-2021-47073,torvalds/linux,3a53587423d25c87af4b4126a806a0575104b45e
CVE-2021-47077,torvalds/linux,73578af92a0fae6609b955fcc9113e50e413c80f
CVE-2021-47088,torvalds/linux,34796417964b8d0aef45a99cf6c2d20cebe33733
CVE-2021-47091,torvalds/linux,87a270625a89fc841f1a7e21aae6176543d8385c
CVE-2021-47100,torvalds/linux,ffb76a86f8096a8206be03b14adda6092e18e275
CVE-2021-47102,torvalds/linux,2efc2256febf214e7b2bdaa21fe6c3c3146acdcb
CVE-2021-47112,torvalds/linux,8b79feffeca28c5459458fe78676b081e87c93a4
CVE-2021-47114,torvalds/linux,6bba4471f0cc1296fe3c2089b9e52442d3074b2e
CVE-2021-47127,torvalds/linux,e102db780e1c14f10c70dafa7684af22a745b51d
CVE-2021-47135,torvalds/linux,d874e6c06952382897d35bf4094193cd44ae91bd
CVE-2021-47137,torvalds/linux,c7718ee96dbc2f9c5fc3b578abdf296dd44b9c20
CVE-2021-47145,torvalds/linux,91df99a6eb50d5a1bc70fff4a09a0b7ae6aab96d
CVE-2021-47158,torvalds/linux,cec279a898a3b004411682f212215ccaea1cd0fb
CVE-2021-47173,torvalds/linux,dcb4b8ad6a448532d8b681b5d1a7036210b622de
CVE-2021-47177,torvalds/linux,0ee74d5a48635c848c20f152d0d488bf84641304
CVE-2022-0171,torvalds/linux,683412ccf61294d727ead4a73d97397396e69a6b
CVE-2022-0322,torvalds/linux,a2d859e3fc97e79d907761550dbc03ff1b36479c
CVE-2022-0330,torvalds/linux,7938d61591d33394a21bdd7797a245b65428f44c
CVE-2022-0480,torvalds/linux,0f12156dff2862ac54235fc72703f18770769042
CVE-2022-0617,torvalds/linux,7fc3b7c2981bbd1047916ade327beccb90994eee
CVE-2022-0646,torvalds/linux,6c342ce2239c182c2428ce5a44cb32330434ae6e
CVE-2022-0850,torvalds/linux,ce3aba43599f0b50adbebff133df8d08a3d5fffe
CVE-2022-0854,torvalds/linux,aa6f8dcbab473f3a3c7454b74caa46d36cdc5d13
CVE-2022-1016,torvalds/linux,4c905f6740a365464e91467aa50916555b28213d
CVE-2022-1195,torvalds/linux,b2f37aead1b82a770c48b5d583f35ec22aabb61e
CVE-2022-1419,torvalds/linux,4b848f20eda5974020f043ca14bacf7a7e634fc8
CVE-2022-1462,torvalds/linux,a501ab75e7624d133a5a3c7ec010687c8b961d23
CVE-2022-1836,torvalds/linux,233087ca063686964a53c829d547c7571e3f67bf
CVE-2022-20158,torvalds/linux,c700525fcc06b05adfea78039de02628af79e07a
CVE-2022-20368,torvalds/linux,c700525fcc06b05adfea78039de02628af79e07a
CVE-2022-20369,torvalds/linux,8310ca94075e784bbb06593cd6c068ee6b6e4ca6
CVE-2022-20423,torvalds/linux,65f3324f4b6fed78b8761c3b74615ecf0ffa81fa
CVE-2022-20565,torvalds/linux,bce1305c0ece3dc549663605e567655dd701752c
CVE-2022-21499,torvalds/linux,eadb2f47a3ced5c64b23b90fd2a3463f63726066
CVE-2022-23040,torvalds/linux,3777ea7bac3113005b7180e6b9dadf16d19a5827
CVE-2022-23960,torvalds/linux,9dd78194a3722fa6712192cdd4f7032d45112a9a
CVE-2022-27666,torvalds/linux,ebe48d368e97d007bfeb76fcb065d6cfc4c96645
CVE-2022-2873,torvalds/linux,690b2549b19563ec5ad53e5c82f6a944d910086e
CVE-2022-28893,torvalds/linux,f00432063db1a0db484e85193eccc6845435b80e
CVE-2022-2964,torvalds/linux,57bc3d3ae8c14df3ceb4e17d26ddf9eeab304581
CVE-2022-2977,torvalds/linux,7e0438f83dc769465ee663bb5dcf8cc154940712
CVE-2022-3077,torvalds/linux,690b2549b19563ec5ad53e5c82f6a944d910086e
CVE-2022-3115,torvalds/linux,73c3ed7495c67b8fbdc31cf58e6ca8757df31a33
CVE-2022-3303,torvalds/linux,8423f0b6d513b259fdab9c9bf4aaa6188d054c2d
CVE-2022-3543,torvalds/linux,7a62ed61367b8fd01bae1e18e30602c25060d824
CVE-2022-3564,torvalds/linux,3aff8aaca4e36dc8b17eaa011684881a80238966
CVE-2022-3566,torvalds/linux,f49cd2f4d6170d27a2c61f1fecb03d8a70c91f57
CVE-2022-3567,torvalds/linux,364f997b5cfe1db0d63a390fe7c801fa2b3115f6
CVE-2022-3623,torvalds/linux,fac35ba763ed07ba93154c95ffc0c4a55023707f
CVE-2022-3629,torvalds/linux,7e97cfed9929eaabc41829c395eb0d1350fccb9d
CVE-2022-3649,torvalds/linux,d325dc6eb763c10f591c239550b8c7e5466a5d09
CVE-2022-40982,torvalds/linux,8974eb588283b7d44a7c91fa09fcbaf380339f3a
CVE-2022-4129,torvalds/linux,b68777d54fac21fc833ec26ea1a2a84f975ab035
CVE-2022-41849,torvalds/linux,5610bcfe8693c02e2e4c8b31427f1bdbdecc839c
CVE-2022-42329,torvalds/linux,74e7e1efdad45580cc3839f2a155174cf158f9b5
CVE-2022-4269,torvalds/linux,ca22da2fbd693b54dc8e3b7b54ccc9f7e9ba3640
CVE-2022-42895,torvalds/linux,b1a2cd50c0357f243b7435a732b4e62ba3157a2e
CVE-2022-45886,torvalds/linux,4172385b0c9ac366dcab78eda48c26814b87ed1a
CVE-2022-45888,torvalds/linux,282a4b71816b6076029017a7bab3a9dcee12a920
CVE-2022-45919,torvalds/linux,280a8ab81733da8bc442253c700a52c4c0886ffd
CVE-2022-47520,torvalds/linux,cd21d99e595ec1d8721e1058dcdd4f1f7de1d793
CVE-2022-47942,torvalds/linux,8f0541186e9ad1b62accc9519cc2b7a7240272a7
CVE-2022-48619,torvalds/linux,409353cbe9fe48f6bc196114c442b1cff05a39bc
CVE-2022-48628,torvalds/linux,e3dfcab2080dc1f9a4b09cc1327361bc2845bfcd
CVE-2023-0160,torvalds/linux,ed17aa92dc56b6d8883e4b7a8f1c6fbf5ed6cd29
CVE-2023-0469,torvalds/linux,9d94c04c0db024922e886c9fd429659f22f48ea4
CVE-2023-1079,torvalds/linux,4ab3a086d10eeec1424f2e8a968827a6336203df
CVE-2023-1118,torvalds/linux,29b0589a865b6f66d141d79b2dd1373e4e50fe17
CVE-2023-1206,torvalds/linux,d11b0df7ddf1831f3e170972f43186dad520bfcc
CVE-2023-1252,torvalds/linux,9a254403760041528bc8f69fe2f5e1ef86950991
CVE-2023-1989,torvalds/linux,1e9ac114c4428fdb7ff4635b45d4f46017e8916f
CVE-2023-20593,torvalds/linux,522b1d69219d8f083173819fde04f994aa051a98
CVE-2023-20928,torvalds/linux,a43cfc87caaf46710c8027a8c23b8a55f1078f19
CVE-2023-23002,torvalds/linux,6845667146a28c09b5dfc401c1ad112374087944
CVE-2023-2513,torvalds/linux,67d7d8ad99beccd9fe92d585b87f1760dc9018e3
CVE-2023-28328,torvalds/linux,0ed554fd769a19ea8464bb83e9ac201002ef74ad
CVE-2023-2898,torvalds/linux,d8189834d4348ae608083e1f1f53792cfcc2a9bc
CVE-2023-3106,torvalds/linux,1ba5bf993c6a3142e18e68ea6452b347f9cb5635
CVE-2023-31248,torvalds/linux,515ad530795c118f012539ed76d02bacfd426d89
CVE-2023-32233,torvalds/linux,c1592a89942e9678f7d9c8030efa777c0d57edab
CVE-2023-32247,torvalds/linux,ea174a91893956450510945a0c5d1a10b5323656
CVE-2023-3269,torvalds/linux,c2508ec5a58db67093f4fb8bf89a9a7c53a109e9
CVE-2023-33250,torvalds/linux,dbe245cdf5189e88d680379ed13901356628b650
CVE-2023-3611,torvalds/linux,3e337087c3b5805fe0b8a46ba622a962880b5d64
CVE-2023-37453,torvalds/linux,ff33299ec8bb80cdcc073ad9c506bd79bb2ed20b
CVE-2023-4132,torvalds/linux,6f489a966fbeb0da63d45c2c66a8957eab604bf6
CVE-2023-4134,torvalds/linux,dbe836576f12743a7d2d170ad4ad4fd324c4d47a
CVE-2023-4155,torvalds/linux,7588dbcebcbf0193ab5b76987396d0254270b04a
CVE-2023-4244,torvalds/linux,6a33d8b73dfac0a41f3877894b38082bd0c9a5bc
CVE-2023-45863,torvalds/linux,3bb2a01caa813d3a1845d378bbe4169ef280d394
CVE-2023-45871,torvalds/linux,bb5ed01cd2428cd25b1c88a3a9cba87055eb289f
CVE-2023-4610,torvalds/linux,71c3ad65fabec9620d3f548b2da948c79c7ad9d5
CVE-2023-4732,torvalds/linux,8f34f1eac3820fc2722e5159acceb22545b30b0d
CVE-2023-51779,torvalds/linux,2e07e8348ea454615e268222ae3fc240421be768
CVE-2023-52448,torvalds/linux,8877243beafa7c6bfc42022cbfdf9e39b25bd4fa
CVE-2023-52455,torvalds/linux,bb57f6705960bebeb832142ce9abf43220c3eab1
CVE-2023-52467,torvalds/linux,41673c66b3d0c09915698fec5c13b24336f18dd1
CVE-2023-52476,torvalds/linux,e53899771a02f798d436655efbd9d4b46c0f9265
CVE-2023-52493,torvalds/linux,01bd694ac2f682fb8017e16148b928482bc8fa4b
CVE-2023-52498,torvalds/linux,7839d0078e0d5e6cc2fa0b0dfbee71de74f1e557
CVE-2023-52504,torvalds/linux,d35652a5fc9944784f6f50a5c979518ff8dacf61
CVE-2023-52505,torvalds/linux,139ad1143151a07be93bf741d4ea7c89e59f89ce
CVE-2023-52513,torvalds/linux,53a3f777049771496f791504e7dc8ef017cba590
CVE-2023-52515,torvalds/linux,e193b7955dfad68035b983a0011f4ef3590c85eb
CVE-2023-52517,torvalds/linux,1f11f4202caf5710204d334fe63392052783876d
CVE-2023-52518,torvalds/linux,b938790e70540bf4f2e653dcd74b232494d06c8f
CVE-2023-52524,torvalds/linux,dfc7f7a988dad34c3bf4c053124fb26aa6c5f916
CVE-2023-52528,torvalds/linux,e9c65989920f7c28775ec4e0c11b483910fb67b8
CVE-2023-52530,torvalds/linux,31db78a4923ef5e2008f2eed321811ca79e7f71b
CVE-2023-52567,torvalds/linux,cce7fc8b29961b64fadb1ce398dc5ff32a79643b
CVE-2023-52568,torvalds/linux,c6c2adcba50c2622ed25ba5d5e7f05f584711358
CVE-2023-52572,torvalds/linux,d527f51331cace562393a8038d870b3e9916686f
CVE-2023-52574,torvalds/linux,492032760127251e5540a5716a70996bacf2a3fd
CVE-2023-52576,torvalds/linux,34cf99c250d5cd2530b93a57b0de31d3aaf8685b
CVE-2023-52578,torvalds/linux,44bdb313da57322c9b3c108eb66981c6ec6509f4
CVE-2023-52584,torvalds/linux,e821d50ab5b956ed0effa49faaf29912fd4106d9
CVE-2023-52586,torvalds/linux,45284ff733e4caf6c118aae5131eb7e7cf3eea5a
CVE-2023-52588,torvalds/linux,4961acdd65c956e97c1a000c82d91a8c1cdbe44b
CVE-2023-52594,torvalds/linux,2adc886244dff60f948497b59affb6c6ebb3c348
CVE-2023-52595,torvalds/linux,a11d965a218f0cd95b13fe44d0bcd8a20ce134a8
CVE-2023-52596,torvalds/linux,315552310c7de92baea4e570967066569937a843
CVE-2023-52609,torvalds/linux,9a9ab0d963621d9d12199df9817e66982582d5a5
CVE-2023-52611,torvalds/linux,00384f565a91c08c4bedae167f749b093d10e3fe
CVE-2023-52615,torvalds/linux,78aafb3884f6bc6636efcc1760c891c8500b9922
CVE-2023-52617,torvalds/linux,df25461119d987b8c81d232cfe4411e91dcabe66
CVE-2023-52623,torvalds/linux,31b62908693c90d4d07db597e685d9f25a120073
CVE-2023-52624,torvalds/linux,e5ffd1263dd5b44929c676171802e7b6af483f21
CVE-2023-52632,torvalds/linux,2a9de42e8d3c82c6990d226198602be44f43f340
CVE-2023-52633,torvalds/linux,abe4eaa8618bb36c2b33e9cdde0499296a23448c
CVE-2023-52635,torvalds/linux,aed5ed595960c6d301dcd4ed31aeaa7a8054c0c6
CVE-2023-6040,torvalds/linux,f1082dd31fe461d482d69da2a8eccfeb7bf07ac2
CVE-2023-6200,torvalds/linux,dade3f6a1e4e35a5ae916d5e78b3229ec34c78ec
CVE-2024-0582,torvalds/linux,c392cbecd8eca4c53f2bf508731257d9d0a21c2d
CVE-2024-22705,torvalds/linux,d10c77873ba1e9e6b91905018e29e196fd5f863d
