vul_id,repo,fixed_commit_sha,patch_file,patch_func,target_file,target_func,judgement
CVE-2023-52467,torvalds/linux,41673c66b3d0c09915698fec5c13b24336f18dd1,drivers/mfd/syscon.c,of_syscon_register,drivers/regulator/bd96801-regulator.c,bd96801_probe,
CVE-2022-20141,torvalds/linux,23d2b94043ca8835bd1e67749020e839f396a1c2,net/ipv4/igmp.c,ip_check_mc_rcu,drivers/input/rmi4/rmi_f30.c,rmi_f30_config,
CVE-2023-34324,torvalds/linux,87797fad6cce28ec9be3c13f031776ff4f104cfc,drivers/xen/events/events_base.c,delayed_free_irq,drivers/pci/hotplug/pnv_php.c,pnv_php_event_handler,
CVE-2024-26594,torvalds/linux,92e470163d96df8db6c4fa0f484e4a229edb903d,fs/smb/server/asn1.c,ksmbd_neg_token_alloc,drivers/pinctrl/pinctrl-k210.c,k210_pinmux_set_mux,
CVE-2021-30178,torvalds/linux,919f4ebc598701670e80e31573a58f1f2d2bf918,arch/x86/kvm/hyperv.c,synic_get,drivers/scsi/scsi_transport_fc.c,fc_vport_create,
CVE-2022-1204,torvalds/linux,9fd75b66b8f68498454d685dc4ba13192ae069b0,net/ax25/af_ax25.c,ax25_kill_by_device,drivers/hid/intel-ish-hid/ishtp/client.c,ishtp_read_list_flush,
CVE-2021-47014,torvalds/linux,f77bd544a6bbe69aa50d9ed09f13494cf36ff806,net/sched/act_ct.c,tcf_ct_handle_fragments,drivers/net/ethernet/renesas/rswitch.c,rswitch_gwca_hw_init,
CVE-2022-42328,torvalds/linux,74e7e1efdad45580cc3839f2a155174cf158f9b5,drivers/clk/ti/interface.c,xenvif_start_xmit,drivers/scsi/elx/efct/efct_hw.c,efct_hw_bls_send,
CVE-2020-29660,torvalds/linux,c8bcd9c5be24fb9e6132e97da5a35e55a83e36b9,drivers/tty/tty_io.c,__do_SAK,drivers/scsi/snic/snic_ctl.c,snic_get_conf,
CVE-2024-26808,torvalds/linux,01acb2e8666a6529697141a6017edbf206921913,net/netfilter/nft_chain_filter.c,nf_tables_netdev_event,drivers/scsi/fcoe/fcoe_transport.c,fcoe_transport_enable,
CVE-2023-4569,torvalds/linux,90e5b3462efa37b8bba82d7c4e63683856e188af,net/netfilter/nf_tables_api.c,nft_set_catchall_flush,drivers/regulator/axp20x-regulator.c,axp20x_regulator_enable_regmap,
CVE-2021-47178,torvalds/linux,70ca3c57ff914113f681e657634f7fbfa68e1ad1,drivers/target/target_core_transport.c,__target_init_cmd,drivers/scsi/lpfc/lpfc_init.c,lpfc_sli4_init_rpi_hdrs,
CVE-2021-29265,torvalds/linux,9380afd6df70e24eacbdbde33afc6a3950965d22,drivers/usb/usbip/stub_dev.c,usbip_sockfd_store,drivers/pci/controller/pcie-iproc-platform.c,iproc_pltfm_pcie_probe,
CVE-2024-26698,torvalds/linux,e0526ec5360a48ad3ab2e26e802b0532302a7e11,drivers/net/hyperv/netvsc.c,netvsc_device_remove,drivers/net/can/mscan/mscan.c,mscan_rx_poll,
CVE-2021-3659,torvalds/linux,1165affd484889d4986cf3b724318935a0b120d8,net/mac802154/llsec.c,llsec_key_alloc,drivers/crypto/intel/keembay/keembay-ocs-aes-core.c,kmb_ocs_sk_run,
CVE-2021-47105,torvalds/linux,afe8a3ba85ec2a6b6849367e25c06a2f8e0ddd05,drivers/net/ethernet/intel/ice/ice_xsk.c,ice_xsk_clean_rx_ring,drivers/net/ethernet/intel/ice/ice_xsk.c,ice_xsk_clean_rx_ring,
CVE-2021-47025,torvalds/linux,b34ea31fe013569d42b7e8681ef3f717f77c5b72,drivers/iommu/mtk_iommu.c,mtk_iommu_hw_init,drivers/phy/realtek/phy-rtk-usb2.c,do_rtk_phy_init,
CVE-2021-20261,torvalds/linux,a0c80efe5956ccce9fe7ae5c78542578c07bc20a,drivers/block/floppy.c,lock_fdc,drivers/block/floppy.c,lock_fdc,
CVE-2021-20261,torvalds/linux,a0c80efe5956ccce9fe7ae5c78542578c07bc20a,drivers/block/floppy.c,user_reset_fdc,drivers/hid/hid-cypress.c,cp_input_mapped,
CVE-2021-47081,torvalds/linux,115726c5d312b462c9d9931ea42becdfa838a076,drivers/accel/habanalabs/gaudi/gaudi.c,gaudi_memset_device_memory,drivers/net/ethernet/ti/netcp_core.c,netcp_tx_map_skb,
CVE-2024-26742,torvalds/linux,5761eb9761d2d5fe8248a9b719efc4d8baf1f24a,drivers/scsi/smartpqi/smartpqi_init.c,pqi_is_tape_changer_device,drivers/scsi/smartpqi/smartpqi_init.c,pqi_is_tape_changer_device,
CVE-2024-26742,torvalds/linux,5761eb9761d2d5fe8248a9b719efc4d8baf1f24a,drivers/scsi/smartpqi/smartpqi_init.c,pqi_map_queues,drivers/scsi/hpsa.c,host_store_rescan,
CVE-2024-26695,torvalds/linux,ccb88e9549e7cfd8bcd511c538f437e20026e983,drivers/crypto/ccp/sev-dev.c,__sev_platform_shutdown_locked,drivers/hid/intel-thc-hid/intel-quicki2c/pci-quicki2c.c,quicki2c_suspend,
CVE-2021-47028,torvalds/linux,f43b941fd61003659a3f0e039595e5e525917aa8,drivers/net/wireless/mediatek/mt76/mcu.c,mt7915_mcu_tx_rate_parse,drivers/net/wireless/realtek/rtw89/core.c,rtw89_core_tx_update_sec_key,
CVE-2023-38430,torvalds/linux,1c1bcf2d3ea061613119b534f57507c377df20f9,fs/smb/server/smb_common.c,supported_protocol,drivers/soc/aspeed/aspeed-lpc-snoop.c,snoop_file_poll,
CVE-2023-52446,torvalds/linux,59e5791f59dd83e8aa72a4e74217eabb6e8cfd90,arch/loongarch/kernel/syscall.c,bpf_map_free_deferred,drivers/virt/coco/guest/report.c,tsm_report_generation_show,
CVE-2023-3161,torvalds/linux,2b09d5d364986f724f17001ccfe4126b9b43a0be,drivers/video/fbdev/core/fbcon.c,fbcon_set_font,drivers/iio/accel/bmc150-accel-core.c,__bmc150_accel_fifo_flush,
CVE-2021-47124,torvalds/linux,a298232ee6b9a1d5d732aa497ff8be0d45b5bd82,io_uring/io_uring.c,io_queue_linked_timeout,drivers/scsi/device_handler/scsi_dh_alua.c,alua_bus_detach,
CVE-2024-26762,torvalds/linux,eef5c7b28dbecd6b141987a96db6c54e49828102,arch/loongarch/pci/pci.c,cxl_error_detected,drivers/hid/hid-core.c,new_id_store,
CVE-2022-1011,torvalds/linux,0c4bcfdecb1ac0967619ee7ff44871d93c08c909,drivers/gpu/host1x/dev.c,fuse_copy_page,drivers/gpu/drm/amd/display/dc/dml2/dml21/src/dml2_pmo/dml2_pmo_dcn3.c,iterate_to_next_candidiate,
CVE-2016-10154,torvalds/linux,06deeec77a5a689cc94b21a8a91a76e42176685d,fs/smb/client/smbencrypt.c,E_P16,drivers/soc/ti/pm33xx.c,am33xx_pm_enter,
CVE-2022-48629,torvalds/linux,a680b1832ced3b5fa7c93484248fd221ea0d614b,drivers/crypto/qcom-rng.c,qcom_rng_generate,drivers/virt/acrn/mm.c,acrn_vm_memseg_map,
CVE-2020-0429,torvalds/linux,b228a94066406b6c456321d69643b0d7ce11cfa6,net/l2tp/l2tp_core.c,l2tp_session_delete,drivers/scsi/scsi_transport_iscsi.c,__iscsi_destroy_session,
CVE-2023-4611,torvalds/linux,6c21e066f9256ea1df6f88768f6ae1080b7cf509,mm/mempolicy.c,mpol_rebind_mm,drivers/mfd/cgbc-core.c,cgbc_remove,
CVE-2023-3776,torvalds/linux,0323bce598eea038714f941ce2b22541c46d488f,net/sched/cls_fw.c,fw_set_parms,drivers/regulator/hi6421v600-regulator.c,hi6421_spmi_regulator_set_mode,
CVE-2021-4028,torvalds/linux,bc0bdc5afaa740d782fbf936aaeebd65e5c2921d,drivers/infiniband/core/cma.c,rdma_listen,drivers/pci/controller/pcie-iproc-bcma.c,iproc_bcma_pcie_probe,
CVE-2022-1012,torvalds/linux,b2d057560b8107c633b39aabe517ff9d93f285e3,net/ipv4/inet_hashtables.c,inet_sk_port_offset,drivers/pinctrl/pinctrl-at91.c,at91_mux_sam9x60_get_slewrate,
CVE-2023-0590,torvalds/linux,ebda44da44f6f309d302522b049f43d6f829f7aa,net/sched/sch_api.c,qdisc_graft,drivers/pinctrl/pinctrl-palmas.c,palmas_pinctrl_set_mux,
CVE-2021-46924,torvalds/linux,1b9dadba502234eea7244879b8d5d126bfaf9f0c,arch/arm/mach-omap1/i2c.c,st21nfca_hci_i2c_probe,drivers/pinctrl/intel/pinctrl-intel-platform.c,intel_platform_pinctrl_prepare_community,
CVE-2018-13053,torvalds/linux,5f936e19cc0ef97dbe3a56e9498922ad5ba1edef,kernel/time/alarmtimer.c,alarm_timer_nsleep,drivers/iio/adc/ad7173.c,ad7173_probe,
CVE-2021-39713,torvalds/linux,e368fdb61d8e7c67ac70791b23345b26d7bbc661,net/sched/cls_api.c,tc_get_tfilter,drivers/net/bareudp.c,bareudp6_xmit_skb,
CVE-2021-47040,torvalds/linux,38134ada0ceea3e848fe993263c0ff6207fd46e7,io_uring/io_uring.c,io_provide_buffers_prep,drivers/hid/hid-picolcd_fb.c,picolcd_fb_update_tile,
CVE-2023-1582,torvalds/linux,24d7275ce2791829953ed4e72f68277ceb2571c6,fs/proc/task_mmu.c,smaps_pte_entry,drivers/net/ethernet/sis/sis900.c,sis900_open,
CVE-2020-29372,torvalds/linux,bc0c4d1e176eeb614dc8734fc3ace34292771f11,mm/madvise.c,do_madvise,drivers/net/ethernet/freescale/dpaa2/dpaa2-switch.c,dpaa2_switch_port_del_vlan,
CVE-2016-10906,torvalds/linux,c278c253f3d992c6994d08aa0efb2b6806ca396f,drivers/net/ethernet/arc/emac_main.c,arc_emac_tx_clean,drivers/phy/rockchip/phy-rockchip-dphy-rx0.c,rk_dphy_probe,
CVE-2021-46905,torvalds/linux,2ad5692db72874f02b9ad551d26345437ea4f7f3,drivers/net/usb/hso.c,hso_free_interface,drivers/input/keyboard/atkbd.c,atkbd_connect,
CVE-2019-15217,torvalds/linux,5d2e73a5f80a5b5aff3caf1ec6d39b5b3f54b26e,zr364xx.c,zr364xx_vidioc_querycap,drivers/input/touchscreen/atmel_mxt_ts.c,mxt_vidioc_querycap,
CVE-2015-8709,torvalds/linux,bfedb589252c01fa505ac9f6f2a3d5d68d707ef4,tools/testing/selftests/powerpc/benchmarks/fork.c,__mmdrop,drivers/pinctrl/nomadik/pinctrl-nomadik.c,nmk_pinctrl_suspend,
CVE-2022-1508,torvalds/linux,89c2b3b74918200e46699338d7bcc19b1ea12110,io_uring/io_uring.c,io_write,drivers/net/wireless/ath/ath12k/dp_mon.c,ath12k_dp_mon_hal_rx_parse_usig_overflow,
CVE-2023-52492,torvalds/linux,f5c24d94512f1b288262beda4d3dcb9629222fc7,drivers/dma/dmaengine.c,__dma_async_device_channel_unregister,drivers/gpu/host1x/bus.c,__host1x_subdev_unregister,
CVE-2021-47098,torvalds/linux,55840b9eae5367b5d5b29619dc2fb7e4596dba46,drivers/hwmon/lm90.c,lm90_set_temphyst,drivers/gpu/drm/amd/pm/powerplay/smumgr/fiji_smumgr.c,fiji_populate_tdc_limit,
CVE-2021-4154,torvalds/linux,3b0462726e7ef281c35a7a4ae33e93ee2bc9975b,kernel/cgroup/cgroup-v1.c,cgroup1_parse_param,drivers/usb/gadget/function/f_tcm.c,uasp_status_data_cmpl,
CVE-2021-47123,torvalds/linux,447c19f3b5074409c794b350b10306e1da1ef4ba,io_uring/io_uring.c,io_link_timeout_fn,drivers/hid/hid-rmi.c,rmi_input_event,
CVE-2021-47144,torvalds/linux,fa7e6abc75f3d491bc561734312d065dc9dc2a77,amdgpu_fb.c,amdgpu_fbdev_destroy,drivers/gpu/drm/msm/msm_fbdev.c,msm_fbdev_fb_destroy,
CVE-2023-52440,torvalds/linux,4b081ce0d830b684fdf967abc3696d1261387254,drivers/nvme/host/auth.c,ksmbd_decode_ntlmssp_auth_blob,drivers/net/amt.c,amt_membership_query_handler,
CVE-2023-52458,torvalds/linux,6f64f866aa1ae6975c95d805ed51d7e9433a0016,arch/x86/kernel/cpu/sgx/ioctl.c,blkpg_do_ioctl,drivers/pinctrl/pinctrl-cy8c95x0.c,cy8c95x0_detect,
CVE-2020-0466,torvalds/linux,52c479697c9b73f628140dcdfcd39ea302d05482,fs/eventpoll.c,do_epoll_ctl,drivers/net/can/usb/peak_usb/pcan_usb_core.c,peak_usb_start,
CVE-2022-20567,torvalds/linux,d02ba2a6110c530a32926af8ad441111774d2893,net/l2tp/l2tp_ppp.c,pppol2tp_put_sk,drivers/scsi/elx/efct/efct_hw.c,efct_efc_bls_send,
CVE-2021-47043,torvalds/linux,5a465c5391a856a0c1e9554964d660676c35d1b2,arch/arm/probes/uprobes/core.c,venus_probe,drivers/phy/socionext/phy-uniphier-ahci.c,uniphier_ahciphy_probe,
CVE-2017-2583,torvalds/linux,33ab91103b3415e12457e3104f0e4517ce12d0f3,arch/mips/kvm/emulate.c,load_segment_descriptor,drivers/gpu/drm/amd/display/dc/core/dc_link_exports.c,dc_link_aux_transfer_raw,
CVE-2015-1573,torvalds/linux,a2f18db0c68fec96631c10cad9384c196e9008ac,net/netfilter/nf_tables_api.c,nft_flush_table,drivers/net/phy/marvell10g.c,mv3310_set_edpd,
CVE-2024-1312,torvalds/linux,657b5146955eba331e01b9a6ae89ce2e716ba306,arch/sparc/prom/memory.c,lock_vma_under_rcu,drivers/net/usb/smsc95xx.c,smsc95xx_mdio_read,
CVE-2024-26719,torvalds/linux,39126abc5e20611579602f03b66627d7cd1422f0,drivers/gpu/drm/nouveau/nouveau_fence.c,nouveau_fence_wait_uevent_handler,drivers/pinctrl/pinctrl-cy8c95x0.c,cy8c95x0_gpio_set_direction,
CVE-2024-26654,torvalds/linux,051e0840ffa8ab25554d6b14b62c9ab9e4901457,sound/sh/aica.c,snd_aicapcm_pcm_close,drivers/net/wireless/realtek/rtw89/core.h,rtw89_chandef_get,
CVE-2023-3159,torvalds/linux,b7c81f80246fac44077166f3e07103affe6db8ff,drivers/firewire/core-cdev.c,ioctl_send_phy_packet,drivers/firewire/core-cdev.c,ioctl_send_phy_packet,
CVE-2023-52603,torvalds/linux,27e56f59bab5ddafbcfe69ad7a4a6ea1279c1b16,fs/jfs/jfs_dtree.c,dtSplitRoot,drivers/net/wireless/realtek/rtlwifi/rtl8192cu/mac.c,_rtl92c_query_rxphystatus,
CVE-2023-6111,torvalds/linux,93995bf4af2c5a99e2a87f0cd5ce547d31eb7630,net/netfilter/nf_tables_api.c,nft_trans_gc_catchall,drivers/pci/hotplug/cpqphp_ctrl.c,handle_power_fault,
CVE-2021-47167,torvalds/linux,56517ab958b7c11030e626250c00b9b1a24b41eb,net/ceph/pagelist.c,nfs_pageio_do_add_request,drivers/net/wireless/ath/wil6210/txrx_edma.c,wil_init_rx_buff_arr,
CVE-2022-41858,torvalds/linux,ec4eb8a86ade4d22633e1da2a7d85a846b7d1798,drivers/net/slip/slip.c,sl_tx_timeout,drivers/net/ethernet/broadcom/bnx2.c,bnx2_change_mac_addr,
CVE-2021-23134,torvalds/linux,c61760e6940dd4039a7f5e84a6afc9cdbf4d82b6,net/nfc/llcp_sock.c,llcp_sock_connect,drivers/net/plip/plip.c,plip_receive_packet,
CVE-2021-3743,torvalds/linux,ad9d24c9429e2159d1e279dc3a83191ccb4daf1d,qrtr.c,qrtr_endpoint_post,drivers/s390/block/dasd_alias.c,_allocate_lcu,
CVE-2024-26627,torvalds/linux,4373534a9850627a2695317944898eb1283a2db0,drivers/scsi/scsi_error.c,scsi_eh_inc_host_failed,drivers/pinctrl/renesas/pinctrl-rza1.c,rza1_pin_set,
CVE-2022-0742,torvalds/linux,2d3916f3189172d5c69d33065c3c21119fe539fc,drivers/infiniband/sw/rdmavt/mcast.c,igmp6_event_query,drivers/pinctrl/pinctrl-da850-pupd.c,da850_pupd_probe,
CVE-2021-3669,torvalds/linux,20401d1058f3f841f35a594ac2fc1293710e55b9,arch/um/os-Linux/util.c,sysvipc_find_ipc,drivers/scsi/lpfc/lpfc_nvme.c,lpfc_nvme_ls_abort,
CVE-2024-26756,torvalds/linux,ad39c08186f8a0f221337985036ba86731d6aafe,drivers/md/md.c,md_start_sync,drivers/net/ethernet/smsc/smsc911x.c,smsc911x_set_multicast_list,
CVE-2020-10942,torvalds/linux,42d84c8490f9f0931786f1623191fcab397c3d64,drivers/staging/most/net/net.c,get_raw_socket,drivers/hid/hid-core.c,hid_remove_device,
CVE-2021-28714,torvalds/linux,6032046ec4b70176d247a71836186d47b25d1684,drivers/staging/media/atomisp/pci/runtime/isys/src/rx.c,xenvif_have_rx_work,drivers/net/xen-netback/rx.c,xenvif_have_rx_work,
CVE-2021-28714,torvalds/linux,6032046ec4b70176d247a71836186d47b25d1684,drivers/staging/media/atomisp/pci/runtime/isys/src/rx.c,xenvif_rx_queue_ready,drivers/pinctrl/stm32/pinctrl-stm32.c,stm32_pinctrl_suspend,
CVE-2022-1973,torvalds/linux,f26967b9f7a830e228bb13fb41bd516ddd9d789d,fs/ntfs3/fslog.c,log_read_rst,drivers/net/ethernet/marvell/octeontx2/af/rvu_npc.c,rvu_mbox_handler_npc_mcam_alloc_and_write_entry,
CVE-2024-26766,torvalds/linux,e6f57c6881916df39db7d95981a8ad2b9c3458d6,drivers/infiniband/hw/hfi1/sdma.c,_pad_sdma_tx_descs,drivers/net/ethernet/mellanox/mlxsw/spectrum_acl_erp.c,mlxsw_sp_acl_erp_mask_destroy,
CVE-2023-52516,torvalds/linux,fb5a4315591dae307a65fc246ca80b5159d296e1,arch/arm64/kvm/debug.c,dma_entry_alloc,drivers/scsi/elx/efct/efct_hw.c,efct_hw_command_cancel,
CVE-2023-1295,torvalds/linux,9eac1904d3364254d622bf2c771c4f85cd435fc2,io_uring/io_uring.c,io_close,drivers/net/wan/hdlc_x25.c,x25_xmit,
CVE-2021-3543,torvalds/linux,f1ce3986baa62cffc3c5be156994de87524bab99,drivers/virt/nitro_enclaves/ne_misc_dev.c,ne_ioctl,drivers/net/ethernet/mellanox/mlx5/core/eswitch_offloads.c,mlx5_devlink_port_fn_ipsec_crypto_get,
CVE-2023-1380,torvalds/linux,0da40e018fd034d87c9460123fa7f897b69fdee7,drivers/net/wireless/quantenna/qtnfmac/cfg80211.c,brcmf_get_assoc_ies,drivers/net/ethernet/qlogic/qed/qed_mcp.c,qed_mcp_fill_shmem_func_info,
CVE-2023-52456,torvalds/linux,78d60dae9a0c9f09aa3d6477c94047df2fe6f7b0,drivers/interconnect/imx/imx.c,imx_uart_stop_tx,drivers/scsi/bfa/bfa_fcs_lport.c,bfa_fcs_vport_create,
CVE-2018-10021,torvalds/linux,318aaf34f1179b39fa9c30fa0f3288b645beee39,drivers/scsi/libsas/sas_scsi_host.c,sas_eh_defer_cmd,drivers/scsi/esp_scsi.c,esp_set_offset,
CVE-2022-42896,torvalds/linux,711f8c3fb3db61897080468586b970c87c61d9e4,net/bluetooth/l2cap_core.c,l2cap_le_connect_req,drivers/md/dm-vdo/indexer/index.c,search_index_zone,
CVE-2024-0841,torvalds/linux,79d72c68c58784a3e1cd2378669d51bfd0cb7498,arch/s390/hypfs/inode.c,hugetlbfs_parse_param,drivers/net/ethernet/broadcom/bnx2x/bnx2x_sriov.c,bnx2x_vf_acquire,
CVE-2020-25211,torvalds/linux,1cc5ef91d2ff94d2bf2de3b3585423e8a1051cb6,net/netfilter/nf_conntrack_netlink.c,ctnetlink_parse_tuple_filter,drivers/video/hdmi.c,hdmi_vendor_any_infoframe_unpack,
CVE-2023-38426,torvalds/linux,02f76c401d17e409ed45bf7887148fcc22c93c85,fs/smb/server/oplock.c,smb2_find_context_vals,drivers/net/wireless/intel/iwlwifi/pcie/gen1_2/tx-gen2.c,iwl_txq_gen2_build_tfd,
CVE-2021-47055,torvalds/linux,1e97743fd180981bef5f01402342bb54bf1c6366,drivers/mtd/mtdchar.c,mtdchar_ioctl,drivers/mtd/mtdchar.c,mtdchar_ioctl,FP
CVE-2021-38205,torvalds/linux,d0d62baa7f505bd4c59cd169692ff07ec49dde37,drivers/net/ethernet/xilinx/xilinx_emaclite.c,xemaclite_of_probe,drivers/soc/qcom/apr.c,apr_add_device,
CVE-2022-1966,torvalds/linux,520778042ccca019f3ffa136dd0ca565c486cedd,net/netfilter/nf_tables_api.c,nft_set_elem_expr_alloc,drivers/net/ethernet/airoha/airoha_eth.c,airoha_hw_init,
CVE-2024-26585,torvalds/linux,e01e3934a1b2d122919f73bc6ddbe1cdafc4bbdb,net/tls/tls_sw.c,tls_encrypt_async_wait,drivers/net/usb/cdc_ncm.c,cdc_ncm_tx_timer_cb,
CVE-2019-19066,torvalds/linux,0e62395da2bd5166d7c9e14cbc7503b256a34cb0,drivers/scsi/bfa/bfad_attr.c,bfad_im_get_stats,drivers/net/ethernet/netronome/nfp/flower/qos_conf.c,nfp_flower_stats_rlim_reply,
CVE-2020-14381,torvalds/linux,8019ad13ef7f64be44d4f892af9c840179009254,tools/testing/selftests/timens/futex.c,get_futex_key_refs,drivers/net/ethernet/intel/e1000e/ich8lan.c,e1000_rar_get_count_pch_lpt,
CVE-2020-0423,torvalds/linux,f3277cbfba763cd2826396521b9296de67cf1bbc,drivers/android/binder.c,binder_release_work,drivers/media/dvb-frontends/rtl2832.c,rtl2832_get_frontend,
CVE-2021-47072,torvalds/linux,54a40fc3a1da21b52dbf19f72fdc27a2ec740760,fs/btrfs/tree-log.c,btrfs_log_new_name,drivers/dax/device.c,dax_open,
