vul_id,repo,fixed_commit_sha,patch_file_path,patch_func_name,target_file_path,target_func_name,judgement
CVE-2020-27835,linux,,,,drivers/infiniband/hw/hfi1/mmu_rb.c,handle_remove,
CVE-2020-29660,linux,,,,drivers/tty/tty_jobctrl.c,__proc_set_tty,FP
CVE-2020-36312,linux,,,,virt/kvm/kvm_main.c,kvm_io_bus_register_dev,
CVE-2020-36312,linux,,,,virt/kvm/kvm_main.c,kvm_io_bus_unregister_dev,FP
CVE-2020-36322,linux,,,,fs/9p/xattr.c,v9fs_xattr_handler_get,
CVE-2020-36322,linux,,,,fs/9p/xattr.c,v9fs_xattr_handler_set,
CVE-2020-36322,linux,,,,fs/btrfs/acl.c,btrfs_get_acl,
CVE-2020-36322,linux,,,,fs/ceph/xattr.c,ceph_get_xattr_handler,
CVE-2020-36322,linux,,,,fs/ecryptfs/inode.c,ecryptfs_getxattr,
CVE-2020-36322,linux,,,,fs/ecryptfs/inode.c,ecryptfs_getxattr_lower,
CVE-2020-36322,linux,,,,fs/ecryptfs/inode.c,ecryptfs_xattr_get,
CVE-2020-36322,linux,,,,fs/ecryptfs/inode.c,ecryptfs_xattr_set,
CVE-2020-36322,linux,,,,fs/ecryptfs/inode.c,ecryptfs_xattr_set,
CVE-2020-36322,linux,,,,fs/fuse/xattr.c,fuse_getxattr,
CVE-2020-36322,linux,,,,fs/hfs/attr.c,hfs_xattr_get,
CVE-2020-36322,linux,,,,fs/hfs/attr.c,hfs_xattr_set,
CVE-2020-36322,linux,,,,fs/jfs/xattr.c,jfs_xattr_get,
CVE-2020-36322,linux,,,,fs/jfs/xattr.c,jfs_xattr_get_os2,
CVE-2020-36322,linux,,,,fs/overlayfs/xattrs.c,ovl_other_xattr_get,
CVE-2020-36322,linux,,,,fs/overlayfs/xattrs.c,ovl_other_xattr_set,
CVE-2020-36322,linux,,,,fs/overlayfs/xattrs.c,ovl_own_xattr_get,
CVE-2020-36322,linux,,,,fs/overlayfs/xattrs.c,ovl_own_xattr_set,
CVE-2020-36322,linux,,,,fs/posix_acl.c,__get_acl,
CVE-2020-36322,linux,,,,fs/smb/client/xattr.c,cifs_xattr_get,
CVE-2020-36322,linux,,,,fs/smb/client/xattr.c,cifs_xattr_set,
CVE-2020-36322,linux,,,,fs/ubifs/xattr.c,xattr_get,
CVE-2020-36322,linux,,,,fs/ubifs/xattr.c,xattr_set,
CVE-2020-36322,linux,,,,fs/xattr.c,vfs_getxattr,
CVE-2020-36322,linux,,,,fs/xattr.c,xattr_getsecurity,
CVE-2020-36322,linux,,,,net/socket.c,sockfs_security_xattr_set,
CVE-2020-36322,linux,,,,net/socket.c,sockfs_xattr_get,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/arp_tables.c,alloc_counters,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/arp_tables.c,alloc_counters,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/arp_tables.c,alloc_counters,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/arp_tables.c,compat_copy_entries_to_user,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/arp_tables.c,copy_entries_to_user,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/arp_tables.c,do_add_counters,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/arp_tables.c,get_entries,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/arp_tables.c,get_info,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/arp_tables.c,get_info,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/arp_tables.c,get_info,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/arp_tables.c,get_info,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,alloc_counters,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,alloc_counters,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,alloc_counters,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,compat_copy_entries_to_user,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,compat_copy_entries_to_user,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,compat_get_entries,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,copy_entries_to_user,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,copy_entries_to_user,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,do_add_counters,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,do_add_counters,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,get_entries,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,get_info,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,get_info,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,get_info,
CVE-2020-36694,linux,,,,net/ipv4/netfilter/ip_tables.c,get_info,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,alloc_counters,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,alloc_counters,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,alloc_counters,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,compat_copy_entries_to_user,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,compat_copy_entries_to_user,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,compat_get_entries,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,copy_entries_to_user,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,copy_entries_to_user,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,do_add_counters,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,do_add_counters,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,get_entries,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,get_info,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,get_info,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,get_info,
CVE-2020-36694,linux,,,,net/ipv6/netfilter/ip6_tables.c,get_info,
CVE-2020-36694,linux,,,,net/netfilter/x_tables.c,xt_register_table,
CVE-2020-36694,linux,,,,net/netfilter/x_tables.c,xt_replace_table,
CVE-2020-36694,linux,,,,net/netfilter/x_tables.c,xt_unregister_table,
CVE-2020-36787,linux,,,,drivers/media/platform/aspeed/aspeed-video.c,aspeed_video_off,
CVE-2020-36787,linux,,,,drivers/media/platform/aspeed/aspeed-video.c,aspeed_video_on,
CVE-2020-7053,linux,,,,drivers/gpu/drm/i915/gem/i915_gem_context.c,i915_gem_context_destroy_ioctl,
CVE-2020-8648,linux,,,,drivers/tty/vt/selection.c,paste_selection,FP
CVE-2021-0447,linux,,,,net/l2tp/l2tp_ppp.c,pppol2tp_session_create,
CVE-2021-20194,linux,,,,fs/file.c,exit_files,
CVE-2021-20194,linux,,,,io_uring/openclose.c,io_openat2,
CVE-2021-20226,linux,,,,fs/file.c,exit_files,
CVE-2021-20226,linux,,,,io_uring/openclose.c,io_openat2,
CVE-2021-20239,linux,,,,net/ipv4/raw.c,raw_setsockopt,
CVE-2021-20317,linux,,,,arch/powerpc/kvm/mpic.c,IRQ_get_next,
CVE-2021-20317,linux,,,,drivers/virtio/virtio_ring.c,vring_unmap_one_split,
CVE-2021-20317,linux,,,,drivers/xen/xen-pciback/vpci.c,list_first,
CVE-2021-20317,linux,,,,kernel/gcov/gcc_4_7.c,gcov_info_next,
CVE-2021-20317,linux,,,,mm/zsmalloc.c,get_next_zpdesc,
CVE-2021-20317,linux,,,,scripts/kconfig/menu.c,menu_next,
CVE-2021-21781,linux,,,,drivers/media/test-drivers/vivid/vivid-vid-cap.c,vivid_vid_cap_s_selection,
CVE-2021-21781,linux,,,,drivers/media/test-drivers/vivid/vivid-vid-out.c,vivid_vid_out_s_selection,
CVE-2021-26708,linux,,,,net/vmw_vsock/af_vsock.c,vsock_connectible_sendmsg,
CVE-2021-26708,linux,,,,net/vmw_vsock/af_vsock.c,vsock_connectible_setsockopt,
CVE-2021-26708,linux,,,,net/vmw_vsock/af_vsock.c,vsock_dgram_sendmsg,
CVE-2021-26930,linux,,,,drivers/block/xen-blkback/blkback.c,xen_blkbk_map_seg,
CVE-2021-27365,linux,,,,drivers/scsi/scsi_transport_iscsi.c,iscsi_delete_chap,
CVE-2021-27365,linux,,,,drivers/scsi/scsi_transport_iscsi.c,iscsi_if_set_param,
CVE-2021-27365,linux,,,,drivers/scsi/scsi_transport_iscsi.c,iscsi_set_chap,
CVE-2021-27365,linux,,,,drivers/scsi/scsi_transport_iscsi.c,iscsi_set_iface_params,
CVE-2021-28038,linux,,,,arch/x86/xen/p2m.c,set_foreign_p2m_mapping,FP
CVE-2021-28691,linux,,,,drivers/net/xen-netback/interface.c,xenvif_disconnect_queue,FP
CVE-2021-28713,linux,,,,drivers/tty/hvc/hvc_xen.c,domU_read_console,FP
CVE-2021-28951,linux,,,,io_uring/io_uring.c,io_ring_exit_work,
CVE-2021-28951,linux,,,,io_uring/napi.c,__io_napi_busy_loop,
CVE-2021-28951,linux,,,,io_uring/register.c,io_register_enable_rings,
CVE-2021-28951,linux,,,,io_uring/sqpoll.c,io_sq_thread_finish,
CVE-2021-28951,linux,,,,io_uring/sqpoll.c,io_sqpoll_wq_cpu_affinity,
CVE-2021-28964,linux,,,,fs/btrfs/tree-mod-log.c,btrfs_get_old_root,
CVE-2021-32606,linux,,,,net/can/isotp.c,isotp_getsockopt,
CVE-2021-3411,linux,,,,arch/x86/kernel/kprobes/opt.c,can_optimize,
CVE-2021-34556,linux,,,,arch/arc/net/bpf_jit_core.c,handle_insn,
CVE-2021-3493,linux,,,,fs/namei.c,do_renameat2,
CVE-2021-3493,linux,,,,fs/namei.c,do_unlinkat,
CVE-2021-3493,linux,,,,fs/open.c,chmod_common,
CVE-2021-3493,linux,,,,fs/open.c,chown_common,
CVE-2021-3493,linux,,,,fs/posix_acl.c,vfs_remove_acl,
CVE-2021-3493,linux,,,,fs/posix_acl.c,vfs_set_acl,
CVE-2021-3493,linux,,,,fs/utimes.c,vfs_utimes,
CVE-2021-3493,linux,,,,fs/xattr.c,vfs_removexattr,
CVE-2021-35477,linux,,,,arch/arc/net/bpf_jit_core.c,handle_insn,
CVE-2021-3640,linux,,,,drivers/isdn/mISDN/socket.c,mISDN_sock_sendmsg,
CVE-2021-3640,linux,,,,net/ax25/af_ax25.c,ax25_connect,
CVE-2021-3640,linux,,,,net/bluetooth/hci_sock.c,hci_sock_sendmsg,
CVE-2021-3640,linux,,,,net/bluetooth/iso.c,iso_sock_connect,
CVE-2021-3640,linux,,,,net/bluetooth/iso.c,iso_sock_sendmsg,
CVE-2021-3640,linux,,,,net/bluetooth/l2cap_sock.c,l2cap_sock_sendmsg,
CVE-2021-3640,linux,,,,net/bluetooth/rfcomm/sock.c,rfcomm_sock_sendmsg,
CVE-2021-3640,linux,,,,net/bluetooth/sco.c,sco_sock_sendmsg,FP
CVE-2021-3640,linux,,,,net/caif/caif_socket.c,caif_connect,
CVE-2021-3640,linux,,,,net/ipv6/raw.c,rawv6_sendmsg,
CVE-2021-3640,linux,,,,net/iucv/af_iucv.c,iucv_sock_connect,
CVE-2021-3640,linux,,,,net/iucv/af_iucv.c,iucv_sock_sendmsg,
CVE-2021-3640,linux,,,,net/l2tp/l2tp_ip6.c,l2tp_ip6_sendmsg,
CVE-2021-3640,linux,,,,net/tipc/socket.c,tipc_wait_for_rcvmsg,
CVE-2021-37159,linux,,,,drivers/net/usb/hso.c,hso_free_tiomget,
CVE-2021-3752,linux,,,,net/bluetooth/l2cap_sock.c,l2cap_sock_cleanup_listen,
CVE-2021-3752,linux,,,,net/bluetooth/l2cap_sock.c,l2cap_sock_filter,
CVE-2021-3752,linux,,,,net/bluetooth/l2cap_sock.c,l2cap_sock_get_peer_pid_cb,
CVE-2021-3752,linux,,,,net/bluetooth/l2cap_sock.c,l2cap_sock_get_sndtimeo_cb,
CVE-2021-3752,linux,,,,net/bluetooth/l2cap_sock.c,l2cap_sock_ready_cb,
CVE-2021-3752,linux,,,,net/bluetooth/l2cap_sock.c,l2cap_sock_set_shutdown_cb,
CVE-2021-3752,linux,,,,net/bluetooth/l2cap_sock.c,l2cap_sock_state_change_cb,
CVE-2021-3752,linux,,,,net/bluetooth/l2cap_sock.c,l2cap_sock_suspend_cb,
CVE-2021-38206,linux,,,,net/mac80211/tx.c,ieee80211_parse_tx_radiotap,FP
CVE-2021-39686,linux,,,,drivers/android/binder.c,binder_transaction,
CVE-2021-4150,linux,,,,block/partitions/core.c,add_partition,FP
CVE-2021-4203,linux,,,,net/core/sock.c,sk_getsockopt,
CVE-2021-4218,linux,,,,arch/arm64/kernel/armv8_deprecated.c,emulation_proc_handler,
CVE-2021-4218,linux,,,,kernel/hung_task.c,proc_dohung_task_timeout_secs,
CVE-2021-4218,linux,,,,kernel/hung_task.c,proc_dohung_task_timeout_secs,
CVE-2021-4218,linux,,,,kernel/hung_task.c,proc_dohung_task_timeout_secs,
CVE-2021-4218,linux,,,,kernel/kstack_erase.c,stack_erasing_sysctl,
CVE-2021-4218,linux,,,,kernel/kstack_erase.c,stack_erasing_sysctl,
CVE-2021-4218,linux,,,,kernel/kstack_erase.c,stack_erasing_sysctl,
CVE-2021-4218,linux,,,,kernel/kstack_erase.c,stack_erasing_sysctl,
CVE-2021-4218,linux,,,,kernel/kstack_erase.c,stack_erasing_sysctl,
CVE-2021-4218,linux,,,,kernel/kstack_erase.c,stack_erasing_sysctl,
CVE-2021-4218,linux,,,,kernel/kstack_erase.c,stack_erasing_sysctl,
CVE-2021-4218,linux,,,,kernel/kstack_erase.c,stack_erasing_sysctl,
CVE-2021-4218,linux,,,,kernel/kstack_erase.c,stack_erasing_sysctl,
CVE-2021-4218,linux,,,,kernel/kstack_erase.c,stack_erasing_sysctl,
CVE-2021-4218,linux,,,,kernel/seccomp.c,seccomp_actions_logged_handler,
CVE-2021-4218,linux,,,,kernel/seccomp.c,seccomp_actions_logged_handler,
CVE-2021-4218,linux,,,,kernel/trace/trace.c,tracepoint_printk_sysctl,
CVE-2021-4218,linux,,,,kernel/trace/trace.c,tracepoint_printk_sysctl,
CVE-2021-4218,linux,,,,lib/sys_info.c,sysctl_sys_info_handler,
CVE-2021-4218,linux,,,,lib/sys_info.c,sysctl_sys_info_handler,
CVE-2021-4218,linux,,,,net/core/neighbour.c,neigh_proc_base_reachable_time,
CVE-2021-4218,linux,,,,net/core/neighbour.c,neigh_proc_base_reachable_time,
CVE-2021-4218,linux,,,,net/core/neighbour.c,neigh_proc_dointvec_zero_intmax,
CVE-2021-4218,linux,,,,net/core/neighbour.c,neigh_proc_dointvec_zero_intmax,
CVE-2021-4218,linux,,,,net/ipv4/sysctl_net_ipv4.c,proc_fib_multipath_hash_fields,
CVE-2021-4218,linux,,,,net/ipv4/sysctl_net_ipv4.c,proc_fib_multipath_hash_fields,
CVE-2021-4218,linux,,,,net/ipv4/sysctl_net_ipv4.c,proc_fib_multipath_hash_fields,
CVE-2021-4218,linux,,,,net/ipv4/sysctl_net_ipv4.c,proc_fib_multipath_hash_policy,
CVE-2021-4218,linux,,,,net/ipv4/sysctl_net_ipv4.c,proc_fib_multipath_hash_policy,
CVE-2021-4218,linux,,,,net/ipv4/sysctl_net_ipv4.c,proc_fib_multipath_hash_seed,
CVE-2021-4218,linux,,,,net/ipv4/sysctl_net_ipv4.c,proc_fib_multipath_hash_seed,
CVE-2021-45402,linux,,,,kernel/bpf/verifier.c,check_alu_op,FP
CVE-2021-45868,linux,,,,fs/quota/quota_tree.c,find_next_id,
CVE-2021-45868,linux,,,,fs/quota/quota_tree.c,find_tree_dqentry,FP
CVE-2021-45868,linux,,,,fs/quota/quota_tree.c,remove_tree,FP
CVE-2021-46911,linux,,,,arch/um/kernel/time.c,time_travel_update_time_rel,
CVE-2021-46925,linux,,,,net/smc/smc_core.c,smc_smcr_terminate_all,
CVE-2021-46925,linux,,,,net/smc/smc_wr.c,smc_wr_tx_process_cqe,
CVE-2021-46932,linux,,,,drivers/input/mouse/appletouch.c,atp_probe,FP
CVE-2021-46972,linux,,,,fs/overlayfs/namei.c,ovl_lookup,FP
CVE-2021-46994,linux,,,,drivers/net/can/spi/hi311x.c,hi3110_can_probe,
CVE-2021-46994,linux,,,,drivers/net/can/spi/hi311x.c,hi3110_can_remove,
CVE-2021-46994,linux,,,,drivers/net/can/spi/mcp251x.c,mcp251x_can_suspend,
CVE-2021-46996,linux,,,,net/netfilter/nf_tables_api.c,nf_tables_newobj,FP
CVE-2021-46997,linux,,,,arch/arm64/kvm/hyp/nvhe/switch.c,__kvm_vcpu_run,
CVE-2021-46997,linux,,,,arch/arm64/kvm/hyp/nvhe/switch.c,__kvm_vcpu_run,
CVE-2021-47004,linux,,,,fs/f2fs/gc.c,get_gc_cost,
CVE-2021-47004,linux,,,,fs/f2fs/segment.c,f2fs_usable_blks_in_seg,
CVE-2021-47004,linux,,,,fs/f2fs/segment.c,f2fs_usable_zone_blks_in_seg,
CVE-2021-47004,linux,,,,fs/f2fs/segment.c,get_current_sit_folio,
CVE-2021-47024,linux,,,,net/vmw_vsock/hyperv_transport.c,hvs_do_close_lock_held,
CVE-2021-47034,linux,,,,arch/powerpc/mm/book3s64/radix_pgtable.c,radix__map_kernel_page,
CVE-2021-47034,linux,,,,arch/powerpc/mm/nohash/book3e_pgtable.c,map_kernel_page,
CVE-2021-47055,linux,,,,drivers/mtd/mtdchar.c,mtdchar_ioctl,FP
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c3xxx/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c3xxx/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c3xxx/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c3xxxvf/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c3xxxvf/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c3xxxvf/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c62x/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c62x/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c62x/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c62xvf/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c62xvf/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_c62xvf/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_dh895xcc/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_dh895xcc/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_dh895xcc/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_dh895xccvf/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_dh895xccvf/adf_drv.c,adf_probe,
CVE-2021-47056,linux,,,,drivers/crypto/intel/qat/qat_dh895xccvf/adf_drv.c,adf_probe,
CVE-2021-47060,linux,,,,virt/kvm/kvm_main.c,kvm_io_bus_get_dev,
CVE-2021-47082,linux,,,,drivers/net/tun.c,tun_get_iff,
CVE-2021-47111,linux,,,,drivers/net/xen-netback/interface.c,xenvif_disconnect_queue,
CVE-2021-47126,linux,,,,net/ipv6/route.c,ip6_route_add,
CVE-2021-47139,linux,,,,drivers/net/ethernet/hisilicon/hns3/hns3_enet.c,hns3_client_init,FP
CVE-2021-47142,linux,,,,drivers/gpu/drm/amd/amdgpu/amdgpu_ttm.c,amdgpu_ttm_tt_unpopulate,FP
CVE-2022-0330,linux,,,,drivers/gpu/drm/i915/gem/i915_gem_pages.c,__i915_gem_object_unset_pages,
CVE-2022-0330,linux,,,,drivers/gpu/drm/i915/gt/intel_gt.c,intel_gt_common_init_early,
CVE-2022-0330,linux,,,,drivers/gpu/drm/i915/i915_vma.c,i915_vma_bind,
CVE-2022-0330,linux,,,,drivers/gpu/drm/i915/intel_uncore.c,__intel_uncore_forcewake_get,
CVE-2022-0330,linux,,,,drivers/gpu/drm/i915/intel_uncore.c,assert_forcewakes_active,
CVE-2022-0330,linux,,,,drivers/gpu/drm/i915/intel_uncore.c,intel_uncore_forcewake_flush,
CVE-2022-0480,linux,,,,fs/locks.c,filelock_init,
CVE-2022-0487,linux,,,,drivers/mmc/host/moxart-mmc.c,moxart_remove,FP
CVE-2022-1016,linux,,,,net/netfilter/nf_tables_core.c,nft_do_chain,FP
CVE-2022-1198,linux,,,,drivers/net/hamradio/6pack.c,sixpack_close,FP
CVE-2022-1263,linux,,,,virt/kvm/kvm_main.c,kvm_vcpu_destroy,FP
CVE-2022-1679,linux,,,,drivers/net/wireless/ath/ath9k/htc_drv_init.c,ath9k_htc_probe_device,FP
CVE-2022-1734,linux,,,,drivers/nfc/nfcmrvl/main.c,nfcmrvl_nci_register_dev,
CVE-2022-1734,linux,,,,drivers/nfc/nfcmrvl/main.c,nfcmrvl_nci_unregister_dev,FP
CVE-2022-1852,linux,,,,arch/x86/kvm/x86.c,x86_emulate_instruction,FP
CVE-2022-1974,linux,,,,net/nfc/core.c,nfc_unregister_device,
CVE-2022-1974,linux,,,,net/nfc/core.c,nfc_unregister_device,
CVE-2022-1974,linux,,,,net/nfc/netlink.c,nfc_se_io,
CVE-2022-1974,linux,,,,net/nfc/netlink.c,nfc_se_io,
CVE-2022-1974,linux,,,,net/nfc/netlink.c,nfc_se_io,
CVE-2022-1974,linux,,,,net/nfc/netlink.c,nfc_se_io,
CVE-2022-1974,linux,,,,net/nfc/netlink.c,nfc_se_io,
CVE-2022-1974,linux,,,,net/nfc/netlink.c,nfc_se_io,
CVE-2022-1998,linux,,,,fs/notify/fanotify/fanotify_user.c,copy_event_to_user,FP
CVE-2022-20369,linux,,,,drivers/media/v4l2-core/v4l2-mem2mem.c,v4l2_m2m_create_bufs,
CVE-2022-21123,linux,,,,arch/x86/kvm/vmx/vmx.c,vmx_vcpu_enter_exit,FP
CVE-2022-2196,linux,,,,arch/x86/kvm/vmx/nested.c,__nested_vmx_vmexit,
CVE-2022-23039,linux,,,,drivers/xen/gntalloc.c,__del_gref,FP
CVE-2022-23042,linux,,,,drivers/net/xen-netfront.c,xennet_get_responses,FP
CVE-2022-2308,linux,,,,drivers/vdpa/vdpa_user/vduse_dev.c,vduse_vdpa_set_config,
CVE-2022-24958,linux,,,,drivers/usb/gadget/legacy/inode.c,dev_config,FP
CVE-2022-28356,linux,,,,net/llc/af_llc.c,llc_ui_autobind,FP
CVE-2022-28390,linux,,,,drivers/net/can/usb/ems_usb.c,ems_usb_start_xmit,FP
CVE-2022-29156,linux,,,,arch/powerpc/platforms/chrp/pci.c,chrp_find_bridges,
CVE-2022-29156,linux,,,,arch/powerpc/sysdev/fsl_pci.c,mpc83xx_add_bridge,
CVE-2022-29156,linux,,,,drivers/bcma/driver_pci_host.c,bcma_core_pci_enable_crs,
CVE-2022-29156,linux,,,,drivers/comedi/drivers/das800.c,das800_attach,
CVE-2022-29156,linux,,,,drivers/comedi/drivers/usbdux.c,usbduxsub_submit_pwm_urbs,
CVE-2022-29156,linux,,,,drivers/crypto/caam/caamalg_qi2.c,dpaa2_dpseci_dpio_setup,
CVE-2022-29156,linux,,,,drivers/dax/bus.c,devm_register_dax_mapping,
CVE-2022-29156,linux,,,,drivers/hid/hid-hyperv.c,mousevsc_resume,
CVE-2022-29156,linux,,,,drivers/i2c/busses/i2c-brcmstb.c,brcmstb_i2c_probe,
CVE-2022-29156,linux,,,,drivers/infiniband/hw/hfi1/ipoib_main.c,hfi1_ipoib_dev_init,
CVE-2022-29156,linux,,,,drivers/infiniband/ulp/rtrs/rtrs-clt-sysfs.c,max_reconnect_attempts_show,
