vul_id,repo,fixed_commit_sha,target_file_path,target_func_name,judgement,reported,confirmed,requested,received
CVE-2021-38171,FFmpeg/FFmpeg,9f38effa59e2f7d9a0475cd90c02bbd76c8e75a1,libavcodec/vorbis_parser.c,parse_setup_header,FP,,,,
CVE-2022-3965,FFmpeg/FFmpeg,13c13109759090b7f7182480d075e13b36ed8edd,libavcodec/vb.c,vb_decode_framedata,FP,,,,
CVE-2022-3965,FFmpeg/FFmpeg,13c13109759090b7f7182480d075e13b36ed8edd,libavcodec/rpza.c,rpza_decode_stream,FP,,,,
CVE-2022-3965,FFmpeg/FFmpeg,13c13109759090b7f7182480d075e13b36ed8edd,libavcodec/smc.c,smc_decode_stream,FP,,,,
CVE-2022-48434,FFmpeg/FFmpeg,031c9601d06759a748adc077f73e3005b5571be1,libavcodec/pthread_frame.c,ff_thread_flush,FP,,,,
CVE-2023-50008,FFmpeg/FFmpeg,5f87a68cf70dafeab2fb89b42e41a4c29053b89b,libavfilter/vf_colorcorrect.c,average_slice8,FP,,,,
CVE-2023-50008,FFmpeg/FFmpeg,5f87a68cf70dafeab2fb89b42e41a4c29053b89b,libavfilter/vf_colorcorrect.c,colorcorrect_slice16,FP,,,,
CVE-2023-50008,FFmpeg/FFmpeg,5f87a68cf70dafeab2fb89b42e41a4c29053b89b,libavfilter/vf_colorcorrect.c,median_16,FP,,,,
CVE-2024-22860,FFmpeg/FFmpeg,d2e8974699a9e35cc1a926bf74a972300d629cd5,libavformat/img2dec.c,ff_img_read_packet,FP,,,,
CVE-2024-22862,FFmpeg/FFmpeg,ca09d8a0dcd82e3128e62463231296aaf63ae6f7,libavcodec/jpegxl_parse.c,ff_jpegxl_collect_codestream_header,TP,reported,,,
CVE-2024-31582,FFmpeg/FFmpeg,99debe5f823f45a482e1dc08de35879aa9c74bd2,libavcodec/vc1.c,bitplane_decoding,FP,,,,
CVE-2024-31582,FFmpeg/FFmpeg,99debe5f823f45a482e1dc08de35879aa9c74bd2,libavcodec/vp9dsp_template.c,do_scaled_8tap_c,FP,,,,
CVE-2024-31582,FFmpeg/FFmpeg,99debe5f823f45a482e1dc08de35879aa9c74bd2,libavcodec/vp9dsp_template.c,do_scaled_bilin_c,FP,,,,
CVE-2024-31585,FFmpeg/FFmpeg,81df787b53eb5c6433731f6eaaf7f2a94d8a8c80,libavfilter/avf_showspatial.c,spatial_activate,FP,,,,
CVE-2024-36615,FFmpeg/FFmpeg,0ba058579f332b3060d8470a04ddd3fbf305be61,libavcodec/vp9.c,vp9_decode_frame,FP,,,,
CVE-2024-36617,FFmpeg/FFmpeg,d973fcbcc2f944752ff10e6a76b0b2d9329937a7,libavformat/rmdec.c,ivr_read_header,FP,,,,
CVE-2024-36619,FFmpeg/FFmpeg,28c7094b25b689185155a6833caf2747b94774a4,libavcodec/g729postfilter.c,residual_filter,FP,,,,
CVE-2024-36619,FFmpeg/FFmpeg,28c7094b25b689185155a6833caf2747b94774a4,libavcodec/truespeech.c,truespeech_synth,FP,,,,
CVE-2024-7055,FFmpeg/FFmpeg,3faadbe2a27e74ff5bb5f7904ec27bb1f5287dc8,libavcodec/bmp.c,bmp_decode_frame,FP,,,,
CVE-2024-7055,FFmpeg/FFmpeg,3faadbe2a27e74ff5bb5f7904ec27bb1f5287dc8,libavcodec/dfa.c,dfa_decode_frame,FP,,,,
CVE-2024-7055,FFmpeg/FFmpeg,3faadbe2a27e74ff5bb5f7904ec27bb1f5287dc8,libavcodec/tiff.c,decode_frame,FP,,,,
CVE-2024-7055,FFmpeg/FFmpeg,3faadbe2a27e74ff5bb5f7904ec27bb1f5287dc8,libavcodec/xl.c,decode_frame,FP,,,,
CVE-2024-7055,FFmpeg/FFmpeg,3faadbe2a27e74ff5bb5f7904ec27bb1f5287dc8,libavcodec/xxan.c,xan_decode_frame_type1,FP,,,,
CVE-2018-1000852,FreeRDP/FreeRDP,baee520e3dd9be6511c45a14c5f5e77784de1471,server/proxy/channels/pf_channel_drdynvc.c,DynvcTrackerPeekFn,FP,,,,
CVE-2018-1000852,FreeRDP/FreeRDP,baee520e3dd9be6511c45a14c5f5e77784de1471,libfreerdp/core/server.c,WTSProcessChannelData,FP,,,,
CVE-2018-8787,FreeRDP/FreeRDP,09b9d4f1994a674c4ec85b4947aa656eda1aed8a,client/X11/xf_gfx.c,xf_CreateSurface,FP,,,,
CVE-2018-8788,FreeRDP/FreeRDP,d1112c279bd1a327e8e4d0b5f371458bf2579659,libfreerdp/codec/nsc_encode.c,nsc_encode_argb_to_aycocg,FP,,,,
CVE-2018-8788,FreeRDP/FreeRDP,d1112c279bd1a327e8e4d0b5f371458bf2579659,libfreerdp/codec/nsc_encode.c,nsc_rle_encode,FP,,,,
CVE-2018-8788,FreeRDP/FreeRDP,d1112c279bd1a327e8e4d0b5f371458bf2579659,libfreerdp/codec/sse/nsc_sse2.c,nsc_encode_argb_to_aycocg_sse2,TP,,,,
CVE-2018-8788,FreeRDP/FreeRDP,d1112c279bd1a327e8e4d0b5f371458bf2579659,libfreerdp/codec/sse/nsc_sse2.c,nsc_encode_sse2,TP,,,,
CVE-2018-8788,FreeRDP/FreeRDP,d1112c279bd1a327e8e4d0b5f371458bf2579659,libfreerdp/codec/sse/nsc_sse2.c,nsc_encode_subsampling_sse2,TP,reported,,,
CVE-2018-8789,FreeRDP/FreeRDP,2ee663f39dc8dac3d9988e847db19b2d7e3ac8c6,winpr/libwinpr/sspi/NTLM/ntlm_message.c,ntlm_free_message_fields_buffer,FP,,,,
CVE-2020-11046,FreeRDP/FreeRDP,ed53cd148f43cbab905eaa0f5308c2bf3c48cc37,libfreerdp/core/capabilities.c,rdp_write_demand_active,FP,,,,
CVE-2020-11048,FreeRDP/FreeRDP,9301bfe730c66180263248b74353daa99f5a969b,libfreerdp/core/rdstls.c,rdstls_parse_pdu_data_type,FP,,,,
CVE-2020-11048,FreeRDP/FreeRDP,9301bfe730c66180263248b74353daa99f5a969b,libfreerdp/crypto/er.c,er_read_length,TP,,,,
CVE-2020-11089,FreeRDP/FreeRDP,6b485b146a1b9d6ce72dfd7b5f36456c166e7a16,winpr/libwinpr/utils/asn1/asn1.c,WinPrAsn1DecReadUtcTime,FP,,,,
CVE-2020-11098,FreeRDP/FreeRDP,c0fd449ec0870b050d350d6d844b1ea6dad4bc7d,libfreerdp/cache/bitmap.c,bitmap_cache_get,TP,,,,
CVE-2020-11098,FreeRDP/FreeRDP,c0fd449ec0870b050d350d6d844b1ea6dad4bc7d,libfreerdp/cache/glyph.c,glyph_cache_get,TP,reported,confirmed,requested,CVE-2025-70412
CVE-2020-11525,FreeRDP/FreeRDP,58dc36b3c883fd460199cedb6d30e58eba58298c,libfreerdp/core/settings.c,freerdp_settings_new,FP,,,,
CVE-2022-39347,FreeRDP/FreeRDP,027424c2c6c0991cb9c22f9511478229c9b17e5d,channels/drive/client/drive_file.c,drive_file_set_rename_information,FP,,,,
CVE-2024-32661,FreeRDP/FreeRDP,71e463e31b4d69f4022d36bfc814592f56600793,libfreerdp/core/info.c,rdp_write_logon_info_v2,TP,reported,confirmed,requested,CVE-2026-23948
OSV-2023-472,FreeRDP/FreeRDP,89bbed83db22b8d63b3e6354963d8d595199304e,client/common/file.c,freerdp_client_rdp_file_set_string,FP,,,,
CVE-2015-8897,ImageMagick/ImageMagick,7b1cf5784b5bcd85aa9293ecf56769f68c037231,MagickCore/transform.c,ChopImage,FP,,,,
CVE-2015-8958,ImageMagick/ImageMagick,1aa0c6dab6dcef4d9bc3571866ae1c1ddbec7d8f,coders/sgi.c,ReadSGIImage,FP,,,,
CVE-2015-8958,ImageMagick/ImageMagick,1aa0c6dab6dcef4d9bc3571866ae1c1ddbec7d8f,coders/bmp.c,ReadBMPImage,FP,,,,
CVE-2015-8959,ImageMagick/ImageMagick,cc2a4d2ba5371d25c58763e4db2dbc1f4691c0f7,coders/psd.c,ReadPSDChannel,TP,,,,
CVE-2015-8959,ImageMagick/ImageMagick,cc2a4d2ba5371d25c58763e4db2dbc1f4691c0f7,coders/psd.c,ReadPSDImage,TP,,,,
CVE-2015-8959,ImageMagick/ImageMagick,cc2a4d2ba5371d25c58763e4db2dbc1f4691c0f7,coders/psd.c,WritePSDSize,TP,,,,
CVE-2016-10065,ImageMagick/ImageMagick,134463b926fa965571aa4febd61b810be5e7da05,MagickCore/quantum-import.c,ImportBGRQuantum,FP,,,,
CVE-2016-10065,ImageMagick/ImageMagick,134463b926fa965571aa4febd61b810be5e7da05,MagickCore/quantum-import.c,ImportGrayAlphaQuantum,FP,,,,
CVE-2016-10065,ImageMagick/ImageMagick,134463b926fa965571aa4febd61b810be5e7da05,MagickCore/quantum-import.c,ImportGrayQuantum,TP,reported,confirmed,,
CVE-2016-10065,ImageMagick/ImageMagick,134463b926fa965571aa4febd61b810be5e7da05,MagickCore/quantum-import.c,ImportRGBQuantum,TP,,,,
CVE-2016-10065,ImageMagick/ImageMagick,134463b926fa965571aa4febd61b810be5e7da05,MagickCore/quantum-import.c,ImportOpacityQuantum,TP,,,,
CVE-2016-4562,ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,MagickCore/color.c,LoadColorCache,FP,,,,
CVE-2016-4562,ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,MagickCore/configure.c,LoadConfigureCache,FP,,,,
CVE-2016-4562,ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,MagickCore/draw.c,DrawPatternPath,FP,,,,
CVE-2016-4562,ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,MagickCore/draw.c,GetMVGMacros,FP,,,,
CVE-2016-4562,ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,MagickCore/opencl.c,LoadOpenCLDeviceBenchmark,FP,,,,
CVE-2016-4562,ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,MagickCore/policy.c,LoadPolicyCache,FP,,,,
CVE-2016-4562,ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,MagickCore/type.c,LoadTypeCache,FP,,,,
CVE-2016-4562,ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,MagickCore/log.c,LoadLogCache,FP,,,,
CVE-2016-4562,ImageMagick/ImageMagick,726812fa2fa7ce16bcf58f6e115f65427a1c0950,MagickCore/locale.c,LoadLocaleCache,FP,,,,
CVE-2016-5841,ImageMagick/ImageMagick,d8ab7f046587f2e9f734b687ba7e6e10147c294b,MagickCore/quantum-private.h,PushShortPixel,FP,,,,
CVE-2016-5841,ImageMagick/ImageMagick,d8ab7f046587f2e9f734b687ba7e6e10147c294b,coders/map.c,ReadMAPImage,FP,,,,
CVE-2016-6823,ImageMagick/ImageMagick,4cc6ec8a4197d4c008577127736bf7985d632323,coders/dib.c,WriteDIBImage,TP,,,,
CVE-2016-6823,ImageMagick/ImageMagick,4cc6ec8a4197d4c008577127736bf7985d632323,coders/dib.c,ReadDIBImage,TP,,,,
CVE-2016-7520,ImageMagick/ImageMagick,14e606db148d6ebcaae20f1e1d6d71903ca4a556,coders/djvu.c,get_page_image,TP,,,,
CVE-2016-7525,ImageMagick/ImageMagick,5f16640725b1225e6337c62526e6577f0f88edb8,coders/djvu.c,get_page_image,FP,,,,
CVE-2016-7526,ImageMagick/ImageMagick,998c687fb83993c13fa711d75f59a95b38ceab77,coders/viff.c,ReadVIFFImage,TP,,,,
CVE-2016-7533,ImageMagick/ImageMagick,bef1e4f637d8f665bc133a9c6d30df08d983bc3a,coders/wpg.c,UnpackWPGRaster,TP,,,,
CVE-2016-7534,ImageMagick/ImageMagick,430403b0029b37decf216d57f810899cab2317dd,MagickCore/quantum-import.c,ImportIndexQuantum,FP,,,,
CVE-2016-7537,ImageMagick/ImageMagick,6d202a0514fb6a406456b8b728cde776becb25f8,coders/pdb.c,WritePDBImage,FP,,,,
CVE-2016-8677,ImageMagick/ImageMagick,6e48aa92ff4e6e95424300ecd52a9ea453c19c60,coders/rgb.c,ReadRGB565Image,FP,,,,
CVE-2017-11448,ImageMagick/ImageMagick,f6463ca9588579633bbaed9460899d892aa3c64a,coders/avs.c,ReadAVSImage,FP,,,,
CVE-2017-12663,ImageMagick/ImageMagick,1dc0ac5016f1c4d50b100a086526d6a2453a5444,coders/miff.c,WriteMIFFImage,FP,,,,
CVE-2017-12664,ImageMagick/ImageMagick,0417cea1b6d72f90bd4f1f573f91e42a8ba66a89,coders/miff.c,WriteMIFFImage,TP,,,,
CVE-2017-12668,ImageMagick/ImageMagick,2ba8f335fa06daf1165e0878462686028e633a74,ImageMagick/ImageMagick/coders/jbig.c,WriteJBIGImage,TP,,,,
CVE-2017-12669,ImageMagick/ImageMagick,73b6c35cede48ccb2e29dbe62c2d77488e5e70b7,coders/ashlar.c,WriteASHLARImage,TP,,,,
CVE-2017-14172,ImageMagick/ImageMagick,bdbbb13f1fe9b7e2465502c500561720f7456aac,coders/magick.c,RegisterMAGICKImage,FP,,,,
CVE-2017-14172,ImageMagick/ImageMagick,bdbbb13f1fe9b7e2465502c500561720f7456aac,coders/label.c,RegisterLABELImage,FP,,,,
CVE-2017-14172,ImageMagick/ImageMagick,bdbbb13f1fe9b7e2465502c500561720f7456aac,coders/rgf.c,RegisterRGFImage,FP,,,,
CVE-2017-14172,ImageMagick/ImageMagick,bdbbb13f1fe9b7e2465502c500561720f7456aac,coders/pes.c,RegisterPESImage,FP,,,,
CVE-2017-14173,ImageMagick/ImageMagick,50f54462076648ac2e36c3f58f4dadd4babbf1c9,coders/txt.c,ReadTXTImage,FP,,,,
CVE-2017-14175,ImageMagick/ImageMagick,d9a8234d211da30baf9526fbebe9a8438ea7e11c,coders/pnm.c,PNMInteger,TP,,,,
CVE-2017-14175,ImageMagick/ImageMagick,d9a8234d211da30baf9526fbebe9a8438ea7e11c,coders/rgf.c,ReadRGFImage,TP,,,,
CVE-2017-15033,ImageMagick/ImageMagick,ef8f40689ac452398026c07da41656a7c87e4683,coders/png.c,ReadOneMNGImage,TP,,,,
CVE-2018-16642,ImageMagick/ImageMagick,cc4ac341f29fa368da6ef01c207deaf8c61f6a2e,coders/dib.c,ReadDIBImage,TP,,,,
CVE-2018-16642,ImageMagick/ImageMagick,cc4ac341f29fa368da6ef01c207deaf8c61f6a2e,coders/bmp.c,ReadBMPImage,TP,,,,
CVE-2018-16645,ImageMagick/ImageMagick,ecb31dbad39ccdc65868d5d2a37f0f0521250832,coders/dib.c,ReadDIBImage,TP,,,,
CVE-2019-13133,ImageMagick/ImageMagick,fe3066122ef72c82415811d25e9e3fad622c0a99,coders/png.c,ReadOneMNGImage,TP,,,,
CVE-2019-13299,ImageMagick/ImageMagick,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,MagickCore/pixel-accessor.h,GetPixelAlpha,FP,,,,
CVE-2019-13299,ImageMagick/ImageMagick,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,MagickCore/pixel-accessor.h,GetPixelBlack,FP,,,,
CVE-2019-13299,ImageMagick/ImageMagick,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,MagickCore/pixel-accessor.h,GetPixelChannel,FP,,,,
CVE-2019-13299,ImageMagick/ImageMagick,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,MagickCore/pixel-accessor.h,GetPixelCompositeMask,FP,,,,
CVE-2019-13299,ImageMagick/ImageMagick,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,MagickCore/pixel-accessor.h,GetPixelIndex,FP,,,,
CVE-2019-13299,ImageMagick/ImageMagick,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,MagickCore/pixel-accessor.h,GetPixelMeta,FP,,,,
CVE-2019-13299,ImageMagick/ImageMagick,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,MagickCore/pixel-accessor.h,GetPixelOpacity,FP,,,,
CVE-2019-13299,ImageMagick/ImageMagick,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,MagickCore/pixel-accessor.h,GetPixelReadMask,FP,,,,
CVE-2019-13299,ImageMagick/ImageMagick,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,MagickCore/pixel-accessor.h,GetPixelWriteMask,FP,,,,
CVE-2019-13299,ImageMagick/ImageMagick,8187d2d8fd010d2d6b1a3a8edd935beec404dddc,MagickCore/pixel-accessor.h,SetPixelChannel,FP,,,,
CVE-2019-15139,ImageMagick/ImageMagick,c78993d138bf480ab4652b5a48379d4ff75ba5f7,coders/pict.c,RegisterPICTImage,FP,,,,
CVE-2019-15139,ImageMagick/ImageMagick,c78993d138bf480ab4652b5a48379d4ff75ba5f7,coders/vips.c,RegisterVIPSImage,FP,,,,
CVE-2019-15139,ImageMagick/ImageMagick,c78993d138bf480ab4652b5a48379d4ff75ba5f7,coders/xwd.c,RegisterXWDImage,FP,,,,
CVE-2019-15139,ImageMagick/ImageMagick,c78993d138bf480ab4652b5a48379d4ff75ba5f7,www/source/mgk.c,RegisterMGKImage,FP,,,,
CVE-2019-15139,ImageMagick/ImageMagick,c78993d138bf480ab4652b5a48379d4ff75ba5f7,MagickCore/xwindow.c,XGetWindowImage,TP,,,,
CVE-2019-15140,ImageMagick/ImageMagick,f7206618d27c2e69d977abf40e3035a33e5f6be0,coders/tim.c,ReadTIMImage,FP,,,,
CVE-2019-15140,ImageMagick/ImageMagick,f7206618d27c2e69d977abf40e3035a33e5f6be0,coders/avs.c,ReadAVSImage,FP,,,,
CVE-2020-10251,ImageMagick/ImageMagick,868aad754ee599eb7153b84d610f2ecdf7b339f6,coders/uhdr.c,ReadUHDRImage,TP,,,,
CVE-2020-10251,ImageMagick/ImageMagick,868aad754ee599eb7153b84d610f2ecdf7b339f6,coders/pcd.c,ReadPCDImage,FP,,,,
CVE-2020-25664,ImageMagick/ImageMagick,1f450bb5ba53d275de6d1cd086c98a0b549ad393,coders/miff.c,WriteMIFFImage,FP,,,,
CVE-2020-25664,ImageMagick/ImageMagick,1f450bb5ba53d275de6d1cd086c98a0b549ad393,coders/pdb.c,WritePDBImage,FP,,,,
CVE-2020-25666,ImageMagick/ImageMagick,94691f00839dbdf43edb1508af945ab19b388573,MagickCore/xwindow.c,PopularityCompare,TP,,,,
CVE-2020-25666,ImageMagick/ImageMagick,94691f00839dbdf43edb1508af945ab19b388573,MagickCore/quantize.c,DominantColorCompare,TP,,,,
CVE-2020-25675,ImageMagick/ImageMagick,64dc80b2e1907f7f20bf34d4df9483f938b0de71,MagickCore/shear.c,CropToFitImage,FP,,,,
CVE-2020-25675,ImageMagick/ImageMagick,64dc80b2e1907f7f20bf34d4df9483f938b0de71,MagickCore/display.c,XCropImage,TP,,,,
CVE-2020-25676,ImageMagick/ImageMagick,406da3af9e09649cda152663c179902edf5ab3ac,MagickCore/pixel.c,InterpolatePixelChannel,FP,,,,
CVE-2020-25676,ImageMagick/ImageMagick,406da3af9e09649cda152663c179902edf5ab3ac,MagickCore/pixel.c,InterpolatePixelChannels,FP,,,,
CVE-2020-27750,ImageMagick/ImageMagick,a81ca9a1b46a96be83682af3389f0a6f3d0d389d,MagickWand/pixel-iterator.c,PixelGetPreviousIteratorRow,FP,,,,
CVE-2020-27750,ImageMagick/ImageMagick,a81ca9a1b46a96be83682af3389f0a6f3d0d389d,MagickWand/pixel-iterator.c,PixelGetNextIteratorRow,FP,,,,
CVE-2020-27750,ImageMagick/ImageMagick,a81ca9a1b46a96be83682af3389f0a6f3d0d389d,MagickWand/pixel-iterator.c,PixelGetCurrentIteratorRow,FP,,,,
CVE-2020-27756,ImageMagick/ImageMagick,f35eca82b0c294ff9d0ccad104a881c3ae2ba913,MagickCore/geometry.c,ParseGravityGeometry,TP,,,,
CVE-2020-27759,ImageMagick/ImageMagick,d44f8a35558951a21367d306a42e5a097f3a43fe,MagickCore/colormap.c,IntensityCompare,TP,,,,
CVE-2020-27770,ImageMagick/ImageMagick,be90a5395695f0d19479a5d46b06c678be7f7927,MagickCore/string.c,SubstituteString,FP,,,,
CVE-2020-27771,ImageMagick/ImageMagick,872ffe6d0131beec8b47568a4874ffaca91a872e,coders/sun.c,WriteSUNImage,TP,,,,
CVE-2020-27829,ImageMagick/ImageMagick,6ee5059cd3ac8d82714a1ab1321399b88539abf0,coders/tiff.c,ReadTIFFImage,TP,,,,
CVE-2021-20224,ImageMagick/ImageMagick,5af1dffa4b6ab984b5f13d1e91c95760d75f12a6,coders/pnm.c,WritePNMImage,TP,,,,
CVE-2021-20245,ImageMagick/ImageMagick,ffb683e62ddedc6436a1b88388eb690d7ca57bf2,coders/flif.c,WriteFLIFImage,TP,,,,
CVE-2021-3962,ImageMagick/ImageMagick,82775af03bbb10a0a1d0e15c0156c75673b4525e,coders/dcm.c,ReadDCMImage,FP,,,,
CVE-2022-0284,ImageMagick/ImageMagick,e50f19fd73c792ebe912df8ab83aa51a243a3da7,MagickCore/xwindow.c,XDrawImage,TP,,,,
CVE-2022-1115,ImageMagick/ImageMagick,c8718305f120293d8bf13724f12eed885d830b09,coders/tiff.c,ReadTIFFImage,TP,,,,
CVE-2022-28463,ImageMagick/ImageMagick,ca3654ebf7a439dc736f56f083c9aa98e4464b7f,coders/dpx.c,ReadDPXImage,TP,,,,
CVE-2022-3213,ImageMagick/ImageMagick,30ccf9a0da1f47161b5935a95be854fe84e6c2a2,coders/tiff.c,ReadTIFFImage,TP,,,,
CVE-2023-1289,ImageMagick/ImageMagick,c5b23cbf2119540725e6dc81f4deb25798ead6a4,MagickCore/draw.c,DrawPrimitive,TP,,,,
CVE-2023-3195,ImageMagick/ImageMagick,f620340935777b28fa3f7b0ed7ed6bd86946934c,coders/tiff.c,ReadTIFFImage,TP,,,,
CVE-2019-13135,ImageMagick/ImageMagick6,1e59b29e520d2beab73e8c78aacd5f1c0d76196d,coders/wpg.c,ReadWPGImage,TP,,,,
CVE-2019-13137,ImageMagick/ImageMagick6,7d11230060fa9c8f67e53c85224daf6648805c7b,Magick++/lib/Geometry.cpp,Magick::Geometry::operator =,TP,,,,
CVE-2019-13137,ImageMagick/ImageMagick6,7d11230060fa9c8f67e53c85224daf6648805c7b,coders/pdf.c,ReadPDFImage,TP,reported,confirmed,requested,Duplicate
CVE-2019-13304,ImageMagick/ImageMagick6,bfa3b9610c83227894c92b0d312ad327fceb6241,coders/pnm.c,WritePNMImage,TP,,,,
CVE-2019-13305,ImageMagick/ImageMagick6,5c7fbf9a14fb83c9685ad69d48899f490a37609d,coders/ps.c,WritePSImage,FP,,,,
CVE-2019-13306,ImageMagick/ImageMagick6,cb5ec7d98195aa74d5ed299b38eff2a68122f3fa,coders/pnm.c,WritePNMImage,FP,,,,
CVE-2019-13307,ImageMagick/ImageMagick6,91e58d967a92250439ede038ccfb0913a81e59fe,magick/paint.c,AcquireHistogramTLS,TP,,,,
CVE-2019-13307,ImageMagick/ImageMagick6,91e58d967a92250439ede038ccfb0913a81e59fe,magick/profile.c,AcquirePixelTLS,TP,reported,confirmed,,
